## Generation 0 
{'pos_end_effector': array([0.16599674, 0.50635448]), 'dist_end_effector': -2.224395817915163, 'collision': False}
{'pos_end_effector': array([ 0.19678349, -1.55393821]), 'dist_end_effector': -2.6908328933142154, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.55376824, 0.92765837]), 'dist_end_effector': -2.7170355654807485, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.94939725,  2.44877678]), 'dist_end_effector': -2.4492995645968847, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.86448358, -4.13662816]), 'dist_end_effector': -5.660912106541041, 'collision': False}
{'pos_end_effector': array([2.82868078, 0.9842192 ]), 'dist_end_effector': -4.927965655102168, 'collision': False}
{'pos_end_effector': array([0.50441802, 3.13844026]), 'dist_end_effector': -4.015210692060687, 'collision': False}
