## Generation 0 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.55420175, -2.51195582]), 'dist_end_effector': -7.019079894138276, 'collision': False}
{'pos_end_effector': array([ 0.60434663, -5.15381186]), 'dist_end_effector': -5.774460848461117, 'collision': False}
{'pos_end_effector': array([-0.30404887, -3.53838968]), 'dist_end_effector': -3.923831263431949, 'collision': False}
{'pos_end_effector': array([0.8286874 , 0.85940146]), 'dist_end_effector': -2.956356421191914, 'collision': False}
{'pos_end_effector': array([ 7.54262432, -1.82278205]), 'dist_end_effector': -9.71515379683641, 'collision': False}
{'pos_end_effector': array([1.54343557, 3.60002745]), 'dist_end_effector': -5.051349654244721, 'collision': False}
{'pos_end_effector': array([1.81643773, 3.28626898]), 'dist_end_effector': -5.036343987144484, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.2288352, -1.0021624]), 'dist_end_effector': -2.4437749161626625, 'collision': False}
{'pos_end_effector': array([-0.40250304,  0.64086481]), 'dist_end_effector': -1.7212507827124464, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 2.04499921, -0.29446805]), 'dist_end_effector': -4.055703400902196, 'collision': False}
{'pos_end_effector': array([ 3.01646179, -1.96808918]), 'dist_end_effector': -5.388716345913259, 'collision': False}
{'pos_end_effector': array([0.47928205, 2.15958177]), 'dist_end_effector': -3.2879526931248106, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.47431941, 1.00954827]), 'dist_end_effector': -3.6180219795158908, 'collision': False}
{'pos_end_effector': array([-1.03628845, -2.43012533]), 'dist_end_effector': -2.6142396730215407, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.63056064, -4.5817642 ]), 'dist_end_effector': -4.624950798283694, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.55489303,  3.2626474 ]), 'dist_end_effector': -3.568361281591953, 'collision': False}
{'pos_end_effector': array([ 0.99322766, -0.76817091]), 'dist_end_effector': -3.0902262620775085, 'collision': False}
{'pos_end_effector': array([-1.61118882,  5.43722728]), 'dist_end_effector': -5.451111319558715, 'collision': False}
{'pos_end_effector': array([ 0.58183713, -0.48045646]), 'dist_end_effector': -2.6261609580642937, 'collision': False}
{'pos_end_effector': array([3.04158007, 1.48509122]), 'dist_end_effector': -5.255761174545279, 'collision': False}
{'pos_end_effector': array([-0.53027697,  2.06076065]), 'dist_end_effector': -2.5311697430419597, 'collision': False}
{'pos_end_effector': array([0.92031335, 0.36976142]), 'dist_end_effector': -2.943629323118139, 'collision': False}
{'pos_end_effector': array([ 0.29720501, -0.60937403]), 'dist_end_effector': -2.3766547043868775, 'collision': False}
{'pos_end_effector': array([ 1.37022927, -1.70041576]), 'dist_end_effector': -3.774898549345368, 'collision': False}
{'pos_end_effector': array([-0.54389087, -4.19458065]), 'dist_end_effector': -4.440130697861913, 'collision': False}
{'pos_end_effector': array([ 0.90019432, -5.08351937]), 'dist_end_effector': -5.8526315725286215, 'collision': False}
{'pos_end_effector': array([-2.02477554, -2.6555177 ]), 'dist_end_effector': -2.655633274264275, 'collision': False}
{'pos_end_effector': array([2.7455068 , 0.77097301]), 'dist_end_effector': -4.8077265056259355, 'collision': False}
{'pos_end_effector': array([1.85136077, 0.59576968]), 'dist_end_effector': -3.897168371532099, 'collision': False}
{'pos_end_effector': array([1.61775249, 0.4909497 ]), 'dist_end_effector': -3.650912851372997, 'collision': False}
