## Generation 0 
{'pos_end_effector': array([ 1.29026789, -3.52674869]), 'dist_end_effector': -4.823258142602211, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.52964392, 2.35733041]), 'dist_end_effector': -4.244454365072563, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([5.01932831, 2.88650385]), 'dist_end_effector': -7.589655751455505, 'collision': False}
{'pos_end_effector': array([2.46599725, 0.99658826]), 'dist_end_effector': -4.575840858569511, 'collision': False}
{'pos_end_effector': array([-2.15434364,  1.96289679]), 'dist_end_effector': -1.9689555047498897, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.10656429,  2.06183383]), 'dist_end_effector': -2.2470839102248483, 'collision': False}
{'pos_end_effector': array([ 1.99670884, -0.62708308]), 'dist_end_effector': -4.045604372133961, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.67337197, 1.32037542]), 'dist_end_effector': -2.9816621085551054, 'collision': False}
{'pos_end_effector': array([ 0.82963738, -6.0916897 ]), 'dist_end_effector': -6.716809598646544, 'collision': False}
{'pos_end_effector': array([0.82138164, 2.76333904]), 'dist_end_effector': -3.949207139320772, 'collision': False}
{'pos_end_effector': array([3.6367286, 1.4021926]), 'dist_end_effector': -5.808515597329996, 'collision': False}
{'pos_end_effector': array([-0.63122196, -2.50497002]), 'dist_end_effector': -2.8545451720219144, 'collision': False}
{'pos_end_effector': array([-1.85740204, -1.88254174]), 'dist_end_effector': -1.8879347425124207, 'collision': False}
{'pos_end_effector': array([2.95671899, 0.22950419]), 'dist_end_effector': -4.962029351105681, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 3.14274543, -0.61939642]), 'dist_end_effector': -5.179911439018426, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.43463756, 0.74712151]), 'dist_end_effector': -3.5149574296782617, 'collision': False}
{'pos_end_effector': array([1.98321331, 2.36293964]), 'dist_end_effector': -4.6313574697137385, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.72683197, -3.32908687]), 'dist_end_effector': -7.505537141287131, 'collision': False}
{'pos_end_effector': array([2.5836141 , 3.69165133]), 'dist_end_effector': -5.885389349197121, 'collision': False}
{'pos_end_effector': array([-0.76074902, -0.73767259]), 'dist_end_effector': -1.4421871717812305, 'collision': False}
{'pos_end_effector': array([-0.08152655, -4.39904088]), 'dist_end_effector': -4.799177115664123, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.35363529, -2.25672501]), 'dist_end_effector': -2.3474656748297313, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.37691657, 3.19842388]), 'dist_end_effector': -4.651180587204182, 'collision': False}
{'pos_end_effector': array([2.94663151, 0.2970749 ]), 'dist_end_effector': -4.955544049343892, 'collision': False}
{'pos_end_effector': array([ 1.04633962, -1.53594445]), 'dist_end_effector': -3.411643363104602, 'collision': False}
## Generation 1 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.76074902, -0.73767259]), 'dist_end_effector': -1.4421871717812305, 'collision': False}
{'pos_end_effector': array([-0.64769831,  1.33661884]), 'dist_end_effector': -1.9013862745631251, 'collision': False}
{'pos_end_effector': array([ 0.7953548 , -1.44168571]), 'dist_end_effector': -3.1452291030903385, 'collision': False}
{'pos_end_effector': array([-3.01274639,  2.22074455]), 'dist_end_effector': -2.4407706966777813, 'collision': False}
{'pos_end_effector': array([ 3.63355945, -2.25678242]), 'dist_end_effector': -6.068777388790228, 'collision': False}
{'pos_end_effector': array([3.16613693, 0.02953295]), 'dist_end_effector': -5.1662213477074515, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 5.04036859, -1.14785549]), 'dist_end_effector': -7.133327563787202, 'collision': False}
{'pos_end_effector': array([ 1.99670884, -0.62708308]), 'dist_end_effector': -4.045604372133961, 'collision': False}
{'pos_end_effector': array([ 3.90901308, -2.83710955]), 'dist_end_effector': -6.554817015613053, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.56226064, -1.50178466]), 'dist_end_effector': -3.8658838672848845, 'collision': False}
{'pos_end_effector': array([ 2.26067368, -0.62221647]), 'dist_end_effector': -4.305867340616029, 'collision': False}
{'pos_end_effector': array([1.42239295, 4.1999716 ]), 'dist_end_effector': -5.417797979529183, 'collision': False}
{'pos_end_effector': array([ 1.94182715, -1.66451905]), 'dist_end_effector': -4.278857906231365, 'collision': False}
{'pos_end_effector': array([ 1.04633962, -1.53594445]), 'dist_end_effector': -3.411643363104602, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.47080443,  2.41202478]), 'dist_end_effector': -2.8559241245803597, 'collision': False}
{'pos_end_effector': array([1.38126691, 2.30605229]), 'dist_end_effector': -4.092779383445539, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([3.6367286, 1.4021926]), 'dist_end_effector': -5.808515597329996, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.43131437, -0.02148394]), 'dist_end_effector': -2.431409286521136, 'collision': False}
{'pos_end_effector': array([ 1.29026789, -3.52674869]), 'dist_end_effector': -4.823258142602211, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.66877062,  4.40097805]), 'dist_end_effector': -4.597910337404799, 'collision': False}
{'pos_end_effector': array([ 2.10852159, -0.63971955]), 'dist_end_effector': -4.158027272410907, 'collision': False}
{'pos_end_effector': array([-2.1866158 ,  3.73464199]), 'dist_end_effector': -3.7393015735484663, 'collision': False}
{'pos_end_effector': array([1.22248569, 2.47708666]), 'dist_end_effector': -4.064526090866446, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([4.07728911, 5.05950891]), 'dist_end_effector': -7.907722389750019, 'collision': False}
{'pos_end_effector': array([-1.85740204, -1.88254174]), 'dist_end_effector': -1.8879347425124207, 'collision': False}
{'pos_end_effector': array([ 1.09330218, -2.02332683]), 'dist_end_effector': -3.6962643077096793, 'collision': False}
{'pos_end_effector': array([-0.00386723, -0.23690578]), 'dist_end_effector': -2.010141878776103, 'collision': False}
{'pos_end_effector': array([-1.05375011,  2.93826863]), 'dist_end_effector': -3.0868772921291177, 'collision': False}
{'pos_end_effector': array([3.6367286, 1.4021926]), 'dist_end_effector': -5.808515597329996, 'collision': False}
{'pos_end_effector': array([ 1.37145922, -1.13105393]), 'dist_end_effector': -3.5561243354211425, 'collision': False}
{'pos_end_effector': array([ 0.26589742, -1.52814214]), 'dist_end_effector': -2.7330403454122787, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.70408658, -2.15542408]), 'dist_end_effector': -3.4580250457485313, 'collision': False}
{'pos_end_effector': array([2.94663151, 0.2970749 ]), 'dist_end_effector': -4.955544049343892, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 3.09256884, -1.83084474]), 'dist_end_effector': -5.41167717467317, 'collision': False}
{'pos_end_effector': array([-0.20890124, -0.75732125]), 'dist_end_effector': -1.9446259928751382, 'collision': False}
{'pos_end_effector': array([ 3.28232207, -0.19446386]), 'dist_end_effector': -5.285900365443546, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([2.94663151, 0.2970749 ]), 'dist_end_effector': -4.955544049343892, 'collision': False}
{'pos_end_effector': array([1.26369891, 3.50719168]), 'dist_end_effector': -4.790837512155557, 'collision': False}
{'pos_end_effector': array([ 4.57866363, -2.4418691 ]), 'dist_end_effector': -7.017231632319716, 'collision': False}
{'pos_end_effector': array([1.72042037, 1.85640764]), 'dist_end_effector': -4.157857266915602, 'collision': False}
{'pos_end_effector': array([2.46599725, 0.99658826]), 'dist_end_effector': -4.575840858569511, 'collision': False}
{'pos_end_effector': array([-1.21087189, -2.45914319]), 'dist_end_effector': -2.5826552984866655, 'collision': False}
{'pos_end_effector': array([-0.22702997, -3.63919205]), 'dist_end_effector': -4.048103441427302, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([3.27773687, 0.1910327 ]), 'dist_end_effector': -5.28119303987221, 'collision': False}
{'pos_end_effector': array([1.58796831, 1.4455608 ]), 'dist_end_effector': -3.868224738627141, 'collision': False}
{'pos_end_effector': array([-1.87676027,  2.38252628]), 'dist_end_effector': -2.3857115263424364, 'collision': False}
{'pos_end_effector': array([ 1.04633962, -1.53594445]), 'dist_end_effector': -3.411643363104602, 'collision': False}
{'pos_end_effector': array([ 0.85296868, -2.97395158]), 'dist_end_effector': -4.1211428385678746, 'collision': False}
{'pos_end_effector': array([ 2.10894767, -1.51574685]), 'dist_end_effector': -4.379604948742836, 'collision': False}
{'pos_end_effector': array([ 3.84625076, -2.33843179]), 'dist_end_effector': -6.296579327735773, 'collision': False}
{'pos_end_effector': array([ 0.82963738, -6.0916897 ]), 'dist_end_effector': -6.716809598646544, 'collision': False}
{'pos_end_effector': array([0.07727781, 4.53543196]), 'dist_end_effector': -4.988509408748608, 'collision': False}
{'pos_end_effector': array([ 1.74419172, -1.1692597 ]), 'dist_end_effector': -3.9225170318087113, 'collision': False}
{'pos_end_effector': array([ 0.26589742, -1.52814214]), 'dist_end_effector': -2.7330403454122787, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.5892158, 1.717387 ]), 'dist_end_effector': -3.978930530775158, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.74419172, -1.1692597 ]), 'dist_end_effector': -3.9225170318087113, 'collision': False}
{'pos_end_effector': array([ 3.63355945, -2.25678242]), 'dist_end_effector': -6.068777388790228, 'collision': False}
{'pos_end_effector': array([ 2.78696456, -2.96065643]), 'dist_end_effector': -5.628544763917098, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 3.14274543, -0.61939642]), 'dist_end_effector': -5.179911439018426, 'collision': False}
{'pos_end_effector': array([ 2.73754857, -1.14748016]), 'dist_end_effector': -4.874533539348551, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.53239621, 1.04413651]), 'dist_end_effector': -3.6834825990359756, 'collision': False}
{'pos_end_effector': array([3.88841871, 1.56752918]), 'dist_end_effector': -6.093490187490063, 'collision': False}
{'pos_end_effector': array([-0.13744292, -6.76187102]), 'dist_end_effector': -7.0137022051752735, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.37784083, 2.34062558]), 'dist_end_effector': -4.109542163115528, 'collision': False}
{'pos_end_effector': array([3.6367286, 1.4021926]), 'dist_end_effector': -5.808515597329996, 'collision': False}
{'pos_end_effector': array([ 6.88372695, -2.59545248]), 'dist_end_effector': -9.255105513779672, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.4834406 ,  3.91534957]), 'dist_end_effector': -4.198799197008359, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 2.29491816, -0.49340294]), 'dist_end_effector': -4.323166487107808, 'collision': False}
{'pos_end_effector': array([3.33846228, 0.09612609]), 'dist_end_effector': -5.339327651670682, 'collision': False}
{'pos_end_effector': array([3.27773687, 0.1910327 ]), 'dist_end_effector': -5.28119303987221, 'collision': False}
{'pos_end_effector': array([ 3.10859084, -0.02162615]), 'dist_end_effector': -5.10863661344705, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 5.84764194, -2.19795594]), 'dist_end_effector': -8.149631540972939, 'collision': False}
{'pos_end_effector': array([-0.66877062,  4.40097805]), 'dist_end_effector': -4.597910337404799, 'collision': False}
{'pos_end_effector': array([5.18779191, 2.55538677]), 'dist_end_effector': -7.6285224056203065, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([2.5744919 , 1.28098273]), 'dist_end_effector': -4.750462384034708, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.57402122,  1.15301975]), 'dist_end_effector': -1.8338129718656548, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.21048625, 0.02720655]), 'dist_end_effector': -3.210601522677723, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.70603582,  1.42595685]), 'dist_end_effector': -1.9255379112477389, 'collision': False}
{'pos_end_effector': array([ 0.84063303, -0.55131267]), 'dist_end_effector': -2.893638138097177, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.52624115,  1.85436369]), 'dist_end_effector': -2.368676814167011, 'collision': False}
{'pos_end_effector': array([ 0.95206647, -1.39479972]), 'dist_end_effector': -3.2649904610290115, 'collision': False}
{'pos_end_effector': array([ 2.01904793, -2.524242  ]), 'dist_end_effector': -4.746002942886153, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.72689613, 4.09031265]), 'dist_end_effector': -5.533571390989397, 'collision': False}
{'pos_end_effector': array([2.49230635, 1.711679  ]), 'dist_end_effector': -4.807354918603724, 'collision': False}
{'pos_end_effector': array([1.17336528, 0.2471828 ]), 'dist_end_effector': -3.1829776236927327, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.96201113, -3.06518319]), 'dist_end_effector': -7.606901272230901, 'collision': False}
{'pos_end_effector': array([-1.35363529, -2.25672501]), 'dist_end_effector': -2.3474656748297313, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.52868205, -6.373752  ]), 'dist_end_effector': -6.857036346244401, 'collision': False}
{'pos_end_effector': array([2.99086155, 0.60634242]), 'dist_end_effector': -5.02755906131707, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.43629718,  1.43080955]), 'dist_end_effector': -2.1195241164891776, 'collision': False}
{'pos_end_effector': array([ 1.12654337, -2.94250978]), 'dist_end_effector': -4.293441188898459, 'collision': False}
{'pos_end_effector': array([ 1.2903626 , -1.45225356]), 'dist_end_effector': -3.5965992865060143, 'collision': False}
{'pos_end_effector': array([-0.38443703, -1.72589072]), 'dist_end_effector': -2.3640521319086845, 'collision': False}
{'pos_end_effector': array([ 3.31371515, -4.01453056]), 'dist_end_effector': -6.659731553537368, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.74419172, -1.1692597 ]), 'dist_end_effector': -3.9225170318087113, 'collision': False}
{'pos_end_effector': array([-1.10656429,  2.06183383]), 'dist_end_effector': -2.2470839102248483, 'collision': False}
{'pos_end_effector': array([-3.20687265, -0.03499245]), 'dist_end_effector': -1.2073798383425423, 'collision': False}
{'pos_end_effector': array([-1.07406797,  5.22889301]), 'dist_end_effector': -5.310242204346999, 'collision': False}
{'pos_end_effector': array([ 3.19524187, -2.35916558]), 'dist_end_effector': -5.705804088269625, 'collision': False}
{'pos_end_effector': array([ 1.04633962, -1.53594445]), 'dist_end_effector': -3.411643363104602, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 2.26591555, -0.27717917]), 'dist_end_effector': -4.274910965185381, 'collision': False}
{'pos_end_effector': array([1.04631638, 2.60807193]), 'dist_end_effector': -4.01024721323276, 'collision': False}
{'pos_end_effector': array([-0.63122196, -2.50497002]), 'dist_end_effector': -2.8545451720219144, 'collision': False}
{'pos_end_effector': array([2.98589981, 1.96516546]), 'dist_end_effector': -5.359204438005326, 'collision': False}
{'pos_end_effector': array([ 0.43131437, -0.02148394]), 'dist_end_effector': -2.431409286521136, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-4.11107913,  0.2697451 ]), 'dist_end_effector': -2.1282428266334725, 'collision': False}
{'pos_end_effector': array([ 0.26589742, -1.52814214]), 'dist_end_effector': -2.7330403454122787, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.17702049, -2.87501174]), 'dist_end_effector': -3.606259933509284, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([3.88841871, 1.56752918]), 'dist_end_effector': -6.093490187490063, 'collision': False}
{'pos_end_effector': array([-0.37784189,  1.2429527 ]), 'dist_end_effector': -2.043606701381697, 'collision': False}
{'pos_end_effector': array([2.6210969, 3.6638101]), 'dist_end_effector': -5.8972909912665, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.66877062,  4.40097805]), 'dist_end_effector': -4.597910337404799, 'collision': False}
{'pos_end_effector': array([-4.60978503, -4.58598891]), 'dist_end_effector': -5.2765776969918115, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.88748302, 1.20753901]), 'dist_end_effector': -4.07070935665453, 'collision': False}
{'pos_end_effector': array([2.98589981, 1.96516546]), 'dist_end_effector': -5.359204438005326, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
