## Generation 0 
{'pos_end_effector': array([ 1.29026789, -3.52674869]), 'dist_end_effector': -4.823258142602211, 'collision': False}
## Generation 24 
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703963, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.37195806,  0.31898991]), 'dist_end_effector': -0.49000751488771216, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': array([-2.39141803,  0.29747756]), 'dist_end_effector': -0.4916309328547148, 'collision': False}
{'pos_end_effector': array([-2.39141803,  0.29747756]), 'dist_end_effector': -0.4916309328547148, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703963, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.39813322,  0.28005661]), 'dist_end_effector': -0.48676664224588945, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.43230066,  0.2482473 ]), 'dist_end_effector': -0.49850836361420475, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703963, 'collision': False}
{'pos_end_effector': array([-2.37183523,  0.31955752]), 'dist_end_effector': -0.4902840484045925, 'collision': False}
{'pos_end_effector': array([-2.4263048 ,  0.25302734]), 'dist_end_effector': -0.4957404689405952, 'collision': False}
{'pos_end_effector': array([-2.41572299,  0.26061233]), 'dist_end_effector': -0.4906570991715564, 'collision': False}
{'pos_end_effector': array([-2.40169788,  0.26468282]), 'dist_end_effector': -0.48105943465462936, 'collision': False}
{'pos_end_effector': array([-2.40331676,  0.28431958]), 'dist_end_effector': -0.49345925009620584, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.4019863 ,  0.27736363]), 'dist_end_effector': -0.4883887510383418, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703963, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.40340858,  0.280121  ]), 'dist_end_effector': -0.49112753478519505, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.41137904,  0.27555547]), 'dist_end_effector': -0.4951399114289986, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.37195806,  0.31898991]), 'dist_end_effector': -0.49000751488771216, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.4064253 ,  0.28227206]), 'dist_end_effector': -0.4948323303403026, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.39141803,  0.29747756]), 'dist_end_effector': -0.4916309328547148, 'collision': False}
{'pos_end_effector': array([-2.38110775,  0.30407373]), 'dist_end_effector': -0.4875489219385745, 'collision': False}
{'pos_end_effector': array([-2.38904464,  0.30376007]), 'dist_end_effector': -0.4935847577160029, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': array([-2.41353766,  0.26876437]), 'dist_end_effector': -0.49320146312433566, 'collision': False}
{'pos_end_effector': array([-2.40595429,  0.27218999]), 'dist_end_effector': -0.48875993807818796, 'collision': False}
{'pos_end_effector': array([-2.40564396,  0.27415118]), 'dist_end_effector': -0.4895976795476509, 'collision': False}
{'pos_end_effector': array([-2.47392473,  1.78579327]), 'dist_end_effector': -1.847609872185505, 'collision': False}
{'pos_end_effector': array([-2.37213976,  0.31500177]), 'dist_end_effector': -0.4875593436683368, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': array([-2.39169528,  0.28900437]), 'dist_end_effector': -0.4867737869193292, 'collision': False}
{'pos_end_effector': array([-2.40552298,  0.30539702]), 'dist_end_effector': -0.5076575891324026, 'collision': False}
{'pos_end_effector': array([-2.39814816,  0.28762948]), 'dist_end_effector': -0.49117478747493554, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703913, 'collision': False}
{'pos_end_effector': array([-2.42731132,  0.2473431 ]), 'dist_end_effector': -0.49373431339883533, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.39495105,  0.28582056]), 'dist_end_effector': -0.48752408194360664, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.36277642,  0.32315821]), 'dist_end_effector': -0.485837378817037, 'collision': False}
{'pos_end_effector': array([-2.39141803,  0.29747756]), 'dist_end_effector': -0.4916309328547148, 'collision': False}
{'pos_end_effector': array([-2.41558608,  0.26453096]), 'dist_end_effector': -0.49263416615076, 'collision': False}
{'pos_end_effector': array([-2.68519613,  0.32317473]), 'dist_end_effector': -0.7575854056042429, 'collision': False}
{'pos_end_effector': array([-2.41353766,  0.26876437]), 'dist_end_effector': -0.49320146312433566, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703963, 'collision': False}
{'pos_end_effector': array([-3.02909741,  1.1580161 ]), 'dist_end_effector': -1.54920714357747, 'collision': False}
{'pos_end_effector': array([-2.38870933,  0.29624518]), 'dist_end_effector': -0.4887291173943631, 'collision': False}
{'pos_end_effector': array([-2.33778362,  0.36069246]), 'dist_end_effector': -0.4941627521902334, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42748726,  0.2515484 ]), 'dist_end_effector': -0.49600600788615995, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.43210451,  0.25419209]), 'dist_end_effector': -0.5013261711987358, 'collision': False}
{'pos_end_effector': array([-2.37078699,  0.3297862 ]), 'dist_end_effector': -0.4962276983476487, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370376, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703924, 'collision': False}
{'pos_end_effector': array([-2.3936976 ,  0.30272388]), 'dist_end_effector': -0.4966281771459521, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.39141803,  0.29747756]), 'dist_end_effector': -0.4916309328547148, 'collision': False}
{'pos_end_effector': array([-2.42988686,  0.24674397]), 'dist_end_effector': -0.49566651698598546, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703924, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.41116097,  0.26034175]), 'dist_end_effector': -0.48665302195605503, 'collision': False}
{'pos_end_effector': array([-2.42819065,  0.24784674]), 'dist_end_effector': -0.49474765502058865, 'collision': False}
{'pos_end_effector': array([-2.37622701,  0.31622452]), 'dist_end_effector': -0.4914719879450447, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-1.68658351,  1.69847754]), 'dist_end_effector': -1.727152525680526, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.40260194,  0.29060249]), 'dist_end_effector': -0.49652606134253713, 'collision': False}
{'pos_end_effector': array([-2.43133178,  0.24986545]), 'dist_end_effector': -0.49847753244574666, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.40490065,  0.27990651]), 'dist_end_effector': -0.4922318418718135, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.36728741,  0.32262222]), 'dist_end_effector': -0.4888610583868643, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.38934581,  0.29815311]), 'dist_end_effector': -0.49039314530305456, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.39829079,  0.28249565]), 'dist_end_effector': -0.4883025155544579, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.41270013,  0.28037276]), 'dist_end_effector': -0.4989291336430298, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.39375095,  0.28584289]), 'dist_end_effector': -0.4865654880462223, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.39058712,  0.29662589]), 'dist_end_effector': -0.490454094737403, 'collision': False}
{'pos_end_effector': array([-2.4281246 ,  0.25956225]), 'dist_end_effector': -0.5006627958772505, 'collision': False}
{'pos_end_effector': array([-2.42779932,  0.24755578]), 'dist_end_effector': -0.4942632090872371, 'collision': False}
{'pos_end_effector': array([-2.44101567,  0.38716802]), 'dist_end_effector': -0.586850833578101, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703897, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703924, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.3863012 ,  0.30877294]), 'dist_end_effector': -0.4945395347101558, 'collision': False}
{'pos_end_effector': array([-2.3863012 ,  0.30877294]), 'dist_end_effector': -0.4945395347101558, 'collision': False}
{'pos_end_effector': array([-2.39147214,  0.29522858]), 'dist_end_effector': -0.49031657827485836, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703897, 'collision': False}
{'pos_end_effector': array([-2.37195806,  0.31898991]), 'dist_end_effector': -0.49000751488771216, 'collision': False}
{'pos_end_effector': array([-2.82494597,  0.39078028]), 'dist_end_effector': -0.9128225932756847, 'collision': False}
{'pos_end_effector': array([-2.41497716,  0.25963923]), 'dist_end_effector': -0.4895084994851985, 'collision': False}
{'pos_end_effector': array([-2.36728741,  0.32262222]), 'dist_end_effector': -0.4888610583868643, 'collision': False}
{'pos_end_effector': array([-2.42467887,  0.25871185]), 'dist_end_effector': -0.49727654523989173, 'collision': False}
{'pos_end_effector': array([-2.381052  ,  0.31263123]), 'dist_end_effector': -0.49288833280629324, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.56675114,  0.30809645]), 'dist_end_effector': -0.6450816023080366, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.42988686,  0.24674397]), 'dist_end_effector': -0.49566651698598546, 'collision': False}
{'pos_end_effector': array([-2.36728741,  0.32262222]), 'dist_end_effector': -0.4888610583868643, 'collision': False}
{'pos_end_effector': array([-2.40073425,  0.27961094]), 'dist_end_effector': -0.48864119253295607, 'collision': False}
{'pos_end_effector': array([-2.42209257,  0.25840576]), 'dist_end_effector': -0.4949097638647146, 'collision': False}
{'pos_end_effector': array([-2.38498191,  0.30436759]), 'dist_end_effector': -0.49076542128527406, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.40340858,  0.280121  ]), 'dist_end_effector': -0.49112753478519505, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.23118023,  0.5638011 ]), 'dist_end_effector': -0.6093570153635479, 'collision': False}
{'pos_end_effector': array([-2.2625278 ,  0.48919588]), 'dist_end_effector': -0.5551877687108907, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703913, 'collision': False}
{'pos_end_effector': array([-2.38498191,  0.30436759]), 'dist_end_effector': -0.49076542128527406, 'collision': False}
{'pos_end_effector': array([-2.38870933,  0.29624518]), 'dist_end_effector': -0.4887291173943631, 'collision': False}
{'pos_end_effector': array([-2.39169528,  0.28900437]), 'dist_end_effector': -0.4867737869193292, 'collision': False}
{'pos_end_effector': array([-2.57295493,  0.40591462]), 'dist_end_effector': -0.7021709383485365, 'collision': False}
{'pos_end_effector': array([-2.39569575,  0.28182832]), 'dist_end_effector': -0.48580070863892955, 'collision': False}
{'pos_end_effector': array([-2.41970374,  0.25707378]), 'dist_end_effector': -0.49217695632996267, 'collision': False}
{'pos_end_effector': array([-2.40947261,  0.27626506]), 'dist_end_effector': -0.4939536404618964, 'collision': False}
{'pos_end_effector': array([-2.39722771,  0.28815697]), 'dist_end_effector': -0.49073851540525687, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.42285684,  0.25779891]), 'dist_end_effector': -0.49524557927976903, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.42988686,  0.24674397]), 'dist_end_effector': -0.49566651698598546, 'collision': False}
{'pos_end_effector': array([-2.37594392,  0.31365653]), 'dist_end_effector': -0.4896062174633748, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.40705585,  0.27071584]), 'dist_end_effector': -0.48885737579782756, 'collision': False}
{'pos_end_effector': array([-2.39432346,  0.28799558]), 'dist_end_effector': -0.48829544383181894, 'collision': False}
{'pos_end_effector': array([-2.39141803,  0.29747756]), 'dist_end_effector': -0.4916309328547148, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370396, 'collision': False}
{'pos_end_effector': array([-2.40260194,  0.29060249]), 'dist_end_effector': -0.49652606134253713, 'collision': False}
{'pos_end_effector': array([-2.4171709 ,  0.26097052]), 'dist_end_effector': -0.4920743560097268, 'collision': False}
{'pos_end_effector': array([-2.41084827,  0.27430284]), 'dist_end_effector': -0.49400238280140396, 'collision': False}
{'pos_end_effector': array([-2.39058712,  0.29662589]), 'dist_end_effector': -0.490454094737403, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37078699,  0.3297862 ]), 'dist_end_effector': -0.4962276983476487, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.38648219,  0.29676648]), 'dist_end_effector': -0.4872769574850526, 'collision': False}
{'pos_end_effector': array([-2.38077356,  1.53134816]), 'dist_end_effector': -1.5779783587942264, 'collision': False}
{'pos_end_effector': array([-2.56531944,  0.3076983 ]), 'dist_end_effector': -0.6436336813834179, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': array([-2.39058712,  0.29662589]), 'dist_end_effector': -0.490454094737403, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.512046  ,  0.26923986]), 'dist_end_effector': -0.5785163795785905, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703924, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.39992746,  0.28803501]), 'dist_end_effector': -0.4928550923504741, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.37078699,  0.3297862 ]), 'dist_end_effector': -0.4962276983476487, 'collision': False}
{'pos_end_effector': array([-2.41353766,  0.26876437]), 'dist_end_effector': -0.49320146312433566, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703913, 'collision': False}
{'pos_end_effector': array([-2.42237904,  0.26415873]), 'dist_end_effector': -0.49818057678631683, 'collision': False}
{'pos_end_effector': array([-2.37195806,  0.31898991]), 'dist_end_effector': -0.49000751488771216, 'collision': False}
{'pos_end_effector': array([-2.37078699,  0.3297862 ]), 'dist_end_effector': -0.4962276983476487, 'collision': False}
{'pos_end_effector': array([-2.39169528,  0.28900437]), 'dist_end_effector': -0.4867737869193292, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.9200149 , -0.03140462]), 'dist_end_effector': -0.9205507450295555, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.49397072753703924, 'collision': False}
{'pos_end_effector': array([-2.42232329,  0.2529005 ]), 'dist_end_effector': -0.49225565302797036, 'collision': False}
{'pos_end_effector': array([-2.54793269,  0.27205915]), 'dist_end_effector': -0.6117568248338962, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.3842242 ,  0.31950756]), 'dist_end_effector': -0.4997132379691943, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.42424063,  0.25303551]), 'dist_end_effector': -0.4939707275370393, 'collision': False}
{'pos_end_effector': array([-2.40490065,  0.27990651]), 'dist_end_effector': -0.4922318418718135, 'collision': False}
{'pos_end_effector': array([-2.36922008,  0.31964991]), 'dist_end_effector': -0.48836414216048907, 'collision': False}
## Generation 25 
{'pos_end_effector': array([-2.39058712,  0.29662589]), 'dist_end_effector': -0.490454094737403, 'collision': False}
{'pos_end_effector': array([-2.36590567,  0.31849012]), 'dist_end_effector': -0.4851009302468093, 'collision': False}
{'pos_end_effector': array([-2.3682199 ,  0.31996648]), 'dist_end_effector': -0.48781599325783626, 'collision': False}
{'pos_end_effector': array([-2.40643019,  0.27495617]), 'dist_end_effector': -0.49069989859821356, 'collision': False}
{'pos_end_effector': array([-2.39397207,  0.29634669]), 'dist_end_effector': -0.49298615763127757, 'collision': False}
{'pos_end_effector': array([-2.4019863 ,  0.27736363]), 'dist_end_effector': -0.4883887510383418, 'collision': False}
{'pos_end_effector': array([-2.39743366,  0.27973159]), 'dist_end_effector': -0.48600748604807503, 'collision': False}
{'pos_end_effector': array([-2.37622701,  0.31622452]), 'dist_end_effector': -0.4914719879450447, 'collision': False}
{'pos_end_effector': array([-2.39840979,  0.27746771]), 'dist_end_effector': -0.4855086966818232, 'collision': False}
{'pos_end_effector': array([-2.38761503,  0.29772756]), 'dist_end_effector': -0.48876078859583527, 'collision': False}
{'pos_end_effector': array([-1.85944156,  1.54294743]), 'dist_end_effector': -1.5493364561285599, 'collision': False}
{'pos_end_effector': array([-2.36277642,  0.32315821]), 'dist_end_effector': -0.485837378817037, 'collision': False}
{'pos_end_effector': array([-2.39569575,  0.28182832]), 'dist_end_effector': -0.48580070863892955, 'collision': False}
{'pos_end_effector': array([-2.3682199 ,  0.31996648]), 'dist_end_effector': -0.48781599325783626, 'collision': False}
{'pos_end_effector': array([-2.40490065,  0.27990651]), 'dist_end_effector': -0.4922318418718135, 'collision': False}
{'pos_end_effector': array([-2.38960729,  0.29224924]), 'dist_end_effector': -0.48703538039914346, 'collision': False}
{'pos_end_effector': array([-1.93771419,  1.43143061]), 'dist_end_effector': -1.432785090663693, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.75944486,  0.40917897]), 'dist_end_effector': -0.862660960404116, 'collision': False}
{'pos_end_effector': array([-2.39141803,  0.29747756]), 'dist_end_effector': -0.4916309328547148, 'collision': False}
{'pos_end_effector': array([-2.40068714,  0.28425028]), 'dist_end_effector': -0.4912722281458734, 'collision': False}
{'pos_end_effector': array([-2.41439848,  0.28379207]), 'dist_end_effector': -0.5022589365331456, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.40705585,  0.27071584]), 'dist_end_effector': -0.48885737579782756, 'collision': False}
{'pos_end_effector': array([-2.40705585,  0.27071584]), 'dist_end_effector': -0.48885737579782756, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.39058712,  0.29662589]), 'dist_end_effector': -0.490454094737403, 'collision': False}
{'pos_end_effector': array([-2.39317807,  0.29146132]), 'dist_end_effector': -0.4894269021321132, 'collision': False}
{'pos_end_effector': array([-2.36033328,  0.32289741]), 'dist_end_effector': -0.4838417196563909, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.39169528,  0.28900437]), 'dist_end_effector': -0.4867737869193292, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.40966516,  0.29807629]), 'dist_end_effector': -0.5066310522008527, 'collision': False}
{'pos_end_effector': array([-2.37285681,  0.32021249]), 'dist_end_effector': -0.4914857506148876, 'collision': False}
{'pos_end_effector': array([-2.41560128,  0.26522181]), 'dist_end_effector': -0.49301828967238714, 'collision': False}
{'pos_end_effector': array([-2.40851226,  0.27175345]), 'dist_end_effector': -0.49064468236110287, 'collision': False}
{'pos_end_effector': array([-2.40056222,  0.27278272]), 'dist_end_effector': -0.4846240798921384, 'collision': False}
{'pos_end_effector': array([-2.39565029,  0.28940813]), 'dist_end_effector': -0.49020018585902414, 'collision': False}
{'pos_end_effector': array([-2.40344913,  0.28279092]), 'dist_end_effector': -0.49268844574729675, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.38498191,  0.30436759]), 'dist_end_effector': -0.49076542128527406, 'collision': False}
{'pos_end_effector': array([-2.41284894,  0.26766554]), 'dist_end_effector': -0.4920254926787006, 'collision': False}
{'pos_end_effector': array([-2.3682199 ,  0.31996648]), 'dist_end_effector': -0.48781599325783626, 'collision': False}
{'pos_end_effector': array([-2.41353766,  0.26876437]), 'dist_end_effector': -0.49320146312433566, 'collision': False}
{'pos_end_effector': array([-2.38648219,  0.29676648]), 'dist_end_effector': -0.4872769574850526, 'collision': False}
{'pos_end_effector': array([-2.40851226,  0.27175345]), 'dist_end_effector': -0.49064468236110287, 'collision': False}
{'pos_end_effector': array([-2.3682199 ,  0.31996648]), 'dist_end_effector': -0.48781599325783626, 'collision': False}
{'pos_end_effector': array([-2.35985824,  0.31893681]), 'dist_end_effector': -0.48085198987204303, 'collision': False}
{'pos_end_effector': array([-2.38648219,  0.29676648]), 'dist_end_effector': -0.4872769574850526, 'collision': False}
{'pos_end_effector': array([-2.38289885,  0.30645459]), 'dist_end_effector': -0.4904344403991506, 'collision': False}
{'pos_end_effector': array([-2.39672982,  0.28328543]), 'dist_end_effector': -0.4874886510021106, 'collision': False}
{'pos_end_effector': array([-2.38347162,  0.30156392]), 'dist_end_effector': -0.4878435030109783, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37900694,  0.31011694]), 'dist_end_effector': -0.48971295610672827, 'collision': False}
{'pos_end_effector': array([-2.39141803,  0.29747756]), 'dist_end_effector': -0.4916309328547148, 'collision': False}
