## Generation 0 
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938205024, 'collision': False}
{'pos_end_effector': array([-1.97787073,  0.0662288 ]), 'dist_end_effector': -0.06982806235696275, 'collision': False}
{'pos_end_effector': array([-1.56498696,  0.75276731]), 'dist_end_effector': -0.8694222023508734, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204286, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.0648654 , -0.03556806]), 'dist_end_effector': -0.07397706912431748, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.97619181,  0.04736503]), 'dist_end_effector': -0.05301203831382508, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.92059325,  0.02846838]), 'dist_end_effector': -0.08435567785005914, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.96562329,  0.01382679]), 'dist_end_effector': -0.037053179136210534, 'collision': False}
{'pos_end_effector': array([-1.99051819e+00,  8.65485087e-04]), 'dist_end_effector': -0.00952123136853406, 'collision': False}
{'pos_end_effector': array([-2.06707965e+00, -8.21073474e-04]), 'dist_end_effector': -0.06708467058514869, 'collision': False}
{'pos_end_effector': array([-2.07425657,  0.00586018]), 'dist_end_effector': -0.07448745064505478, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.98656577,  0.03710249]), 'dist_end_effector': -0.03945976783662109, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204104, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-3.64343046, -0.51481064]), 'dist_end_effector': -1.7221770136851897, 'collision': False}
{'pos_end_effector': array([-1.99642332,  0.00685803]), 'dist_end_effector': -0.007734678636065155, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.97373902,  0.11406034]), 'dist_end_effector': -0.11704443666301849, 'collision': False}
{'pos_end_effector': array([-1.9934744e+00,  1.4423418e-03]), 'dist_end_effector': -0.006683102638309848, 'collision': False}
{'pos_end_effector': array([-2.00634436,  0.00664819]), 'dist_end_effector': -0.00918962550302282, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-3.37904277,  0.51378572]), 'dist_end_effector': -1.4716435490006627, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938203702, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.03493338, -0.00396747]), 'dist_end_effector': -0.035157952010962126, 'collision': False}
{'pos_end_effector': array([-1.97928204, -0.00625746]), 'dist_end_effector': -0.0216423152406757, 'collision': False}
{'pos_end_effector': array([-3.10184108, -0.01233606]), 'dist_end_effector': -1.1019101306922385, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204104, 'collision': False}
{'pos_end_effector': array([-2.05292818,  0.03768978]), 'dist_end_effector': -0.06497624228087343, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938203702, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.00786415546176411, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204942, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204274, 'collision': False}
{'pos_end_effector': array([-1.89374998,  0.00967846]), 'dist_end_effector': -0.10668992471459389, 'collision': False}
{'pos_end_effector': array([-1.390132  ,  0.50746793]), 'dist_end_effector': -0.7933868397831864, 'collision': False}
{'pos_end_effector': array([-1.99468167,  0.00365478]), 'dist_end_effector': -0.006453066468904751, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204734, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938203702, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938205072, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204054, 'collision': False}
{'pos_end_effector': array([-2.04056205, -0.04184602]), 'dist_end_effector': -0.05827837383396989, 'collision': False}
{'pos_end_effector': array([-1.97038038,  0.01118087]), 'dist_end_effector': -0.03165965507216223, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99631439, -0.19235141]), 'dist_end_effector': -0.1923867118651063, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938203658, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00426014, -0.02042543]), 'dist_end_effector': -0.020864972718010067, 'collision': False}
{'pos_end_effector': array([-2.06425232,  0.01899399]), 'dist_end_effector': -0.067000992402185, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.68640336, -0.02118851]), 'dist_end_effector': -0.6867303132234608, 'collision': False}
{'pos_end_effector': array([-2.09019761,  0.20427005]), 'dist_end_effector': -0.22329769361928997, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938203702, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.04539155, -0.02242216]), 'dist_end_effector': -0.05062752153064493, 'collision': False}
{'pos_end_effector': array([-2.03917742,  0.00444694]), 'dist_end_effector': -0.0394289921593916, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99429265, -0.00598906]), 'dist_end_effector': -0.00827300679449586, 'collision': False}
{'pos_end_effector': array([-1.93401478,  0.06098771]), 'dist_end_effector': -0.0898529353286006, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.03324138, -0.05753034]), 'dist_end_effector': -0.06644342797443102, 'collision': False}
{'pos_end_effector': array([-2.09257067, -0.0961843 ]), 'dist_end_effector': -0.1334943813073305, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00068480e+00, -1.40348374e-03]), 'dist_end_effector': -0.001561638049296771, 'collision': False}
{'pos_end_effector': array([-1.99456783,  0.01644783]), 'dist_end_effector': -0.017321654718923846, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99757452, -0.00619905]), 'dist_end_effector': -0.006656665074271881, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204274, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.02933354, -0.0080703 ]), 'dist_end_effector': -0.030423450396219624, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938203702, 'collision': False}
{'pos_end_effector': array([-1.97578343,  0.03265539]), 'dist_end_effector': -0.0406548482280888, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.0493159 , -0.00382986]), 'dist_end_effector': -0.049464384263388936, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938204054, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554393,  0.04334945]), 'dist_end_effector': -0.043702514387602184, 'collision': False}
{'pos_end_effector': array([-1.99489344,  0.00404354]), 'dist_end_effector': -0.006513616484998972, 'collision': False}
{'pos_end_effector': array([-2.14859957,  0.08933711]), 'dist_end_effector': -0.17338671415890033, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.01043826,  0.00860383]), 'dist_end_effector': -0.013527126945323069, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.009112565938205256, 'collision': False}
{'pos_end_effector': array([-2.50289876, -0.11531728]), 'dist_end_effector': -0.5159508131113362, 'collision': False}
{'pos_end_effector': array([-2.05988386, -0.05627535]), 'dist_end_effector': -0.0821765949199957, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00565977,  0.04179269]), 'dist_end_effector': -0.04217418783219434, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
{'pos_end_effector': array([-2.00580325, -0.00492942]), 'dist_end_effector': -0.007614250448513354, 'collision': False}
{'pos_end_effector': array([-2.00927698,  0.01025626]), 'dist_end_effector': -0.013829437594019016, 'collision': False}
{'pos_end_effector': array([-2.00554679,  0.00722994]), 'dist_end_effector': -0.00911256593820503, 'collision': False}
## Generation 29 
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99345073e+00,  1.39903229e-03]), 'dist_end_effector': -0.00669703391597545, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.38775946, -0.10409766]), 'dist_end_effector': -0.4014893754627819, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99531833,  0.00482415]), 'dist_end_effector': -0.006722382944962705, 'collision': False}
{'pos_end_effector': array([-1.99651102,  0.00701969]), 'dist_end_effector': -0.007838946466067457, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99515574,  0.00452534]), 'dist_end_effector': -0.006629146987837003, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99468167,  0.00365478]), 'dist_end_effector': -0.006453066468904751, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99398375,  0.00237498]), 'dist_end_effector': -0.006468063041447487, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.9964555 ,  0.00691735]), 'dist_end_effector': -0.007772595660838893, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99639398,  0.00680396]), 'dist_end_effector': -0.00770046888827802, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461764853, 'collision': False}
{'pos_end_effector': array([-1.99370234e+00,  1.85957532e-03]), 'dist_end_effector': -0.006566469732797978, 'collision': False}
{'pos_end_effector': array([-2.55961651, -0.11747158]), 'dist_end_effector': -0.571813090578813, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.08724028,  0.19711057]), 'dist_end_effector': -0.21555380373483118, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00061405,  0.00613511]), 'dist_end_effector': -0.0061657637410187215, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.00154943e+00,  5.35152197e-04]), 'dist_end_effector': -0.0016392430675230155, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763467, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-2.78346603,  1.58089654]), 'dist_end_effector': -1.7643845675914689, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99757452, -0.00619905]), 'dist_end_effector': -0.006656665074271881, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763467, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.8349008 ,  0.20849883]), 'dist_end_effector': -0.26595019510427853, 'collision': False}
{'pos_end_effector': array([-1.99341555e+00,  1.33466568e-03]), 'dist_end_effector': -0.006718357568265982, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99653186,  0.00705811]), 'dist_end_effector': -0.007864155461763963, 'collision': False}
{'pos_end_effector': array([-1.99548779,  0.0051357 ]), 'dist_end_effector': -0.006836337522126768, 'collision': False}
