## Generation 0 
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.73029274e-10]), 'dist_end_effector': -1.0430615294549141e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.35263245e-10]), 'dist_end_effector': -1.0261831326437527e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.33336683e-10]), 'dist_end_effector': -3.050277244967339e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  7.72327813e-10]), 'dist_end_effector': -8.914298163629373e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.71287445e-10]), 'dist_end_effector': -3.9271089086106086e-10, 'collision': False}
{'pos_end_effector': array([-1.94343637,  0.06186651]), 'dist_end_effector': -0.08382665779963314, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.56086288e-11]), 'dist_end_effector': -2.345115810194336e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00, -9.9824693e-10]), 'dist_end_effector': -1.0470029829572057e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.77635295e-10]), 'dist_end_effector': -2.019780820142689e-10, 'collision': False}
{'pos_end_effector': array([-2.00859394, -0.02342027]), 'dist_end_effector': -0.024947241990389342, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -7.11707082e-10]), 'dist_end_effector': -9.426120665399672e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  7.71048336e-10]), 'dist_end_effector': -8.425424129993519e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.61261981e-10]), 'dist_end_effector': -8.275211102832773e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.19008653e-10]), 'dist_end_effector': -8.175869077373475e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00, -3.9441167e-10]), 'dist_end_effector': -1.0632303113341333e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.17415055e-10]), 'dist_end_effector': -8.491366799010511e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.35263245e-10]), 'dist_end_effector': -1.0261831326437527e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.35263245e-10]), 'dist_end_effector': -1.0261831326437527e-09, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  2.33790765e-12]), 'dist_end_effector': -7.729097193745723e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  7.11231241e-10]), 'dist_end_effector': -9.72750183212791e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.00258215e-10]), 'dist_end_effector': -5.065557540786936e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -7.98202393e-10]), 'dist_end_effector': -1.0408968737262738e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -1.40914225e-10]), 'dist_end_effector': -8.50403572582649e-10, 'collision': False}
{'pos_end_effector': array([-1.99656136,  0.11722938]), 'dist_end_effector': -0.11727980567932053, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.60369401e-10]), 'dist_end_effector': -7.303246292952568e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.26348393e-11]), 'dist_end_effector': -1.1903006743204131e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  6.12516704e-10]), 'dist_end_effector': -8.822784794995533e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.73029274e-10]), 'dist_end_effector': -1.0430615294549141e-09, 'collision': False}
{'pos_end_effector': array([-2.26181818,  0.15922059]), 'dist_end_effector': -0.3064309909338594, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273739642091368e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  3.6721326e-10]), 'dist_end_effector': -7.70556380043241e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -1.40914225e-10]), 'dist_end_effector': -8.50403572582649e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.74001449e-10]), 'dist_end_effector': -7.559882877892372e-10, 'collision': False}
{'pos_end_effector': array([-2.13058994, -0.25031673]), 'dist_end_effector': -0.28233348604989045, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.51344731e-10]), 'dist_end_effector': -3.8663806865616983e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.77758896e-10]), 'dist_end_effector': -7.014316687757291e-10, 'collision': False}
{'pos_end_effector': array([-2.00134477, -0.00378686]), 'dist_end_effector': -0.004018552519682505, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.04459902e-10]), 'dist_end_effector': -1.0016473397760602e-09, 'collision': False}
{'pos_end_effector': array([-2.57116756, -0.22343906]), 'dist_end_effector': -0.6133167205278488, 'collision': False}
{'pos_end_effector': array([-1.96773512, -0.05697923]), 'dist_end_effector': -0.06548018985086529, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  9.56720481e-10]), 'dist_end_effector': -9.604998732537571e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  6.18005369e-10]), 'dist_end_effector': -9.591776888547577e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.14324936,  1.62925432]), 'dist_end_effector': -1.6355396721070785, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.35263245e-10]), 'dist_end_effector': -1.0261831326437527e-09, 'collision': False}
{'pos_end_effector': array([-2.01391881e+00,  1.45874184e-03]), 'dist_end_effector': -0.013995041953357894, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.28269459e-10]), 'dist_end_effector': -6.263653004232871e-10, 'collision': False}
{'pos_end_effector': array([-2.1254918 , -0.04829643]), 'dist_end_effector': -0.1344646334185915, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00, -2.01897721e-10]), 'dist_end_effector': -7.656476544170652e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.46892404e-10]), 'dist_end_effector': -3.5548604649318125e-10, 'collision': False}
{'pos_end_effector': array([-1.64746749,  0.02951111]), 'dist_end_effector': -0.3537655683370568, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.41135675e-10]), 'dist_end_effector': -7.605002354657335e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.35263245e-10]), 'dist_end_effector': -1.0261831326437527e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.35262634e-10]), 'dist_end_effector': -1.0261821717276513e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  6.12516704e-10]), 'dist_end_effector': -8.822784794995533e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00, -3.9441167e-10]), 'dist_end_effector': -1.0632303113341333e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.24588395e-10]), 'dist_end_effector': -3.704167422074572e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273738021893248e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273738021893248e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.81546517e-10]), 'dist_end_effector': -8.118339558064036e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00, -9.9160069e-11]), 'dist_end_effector': -8.363378497388414e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.65755109e-10]), 'dist_end_effector': -8.273724125287242e-10, 'collision': False}
{'pos_end_effector': array([-2.92443297,  1.5443039 ]), 'dist_end_effector': -1.7998474554914106, 'collision': False}
{'pos_end_effector': array([-2.000000e+00,  1.642253e-11]), 'dist_end_effector': -3.5797041517714367e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273738021893248e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  7.77868103e-10]), 'dist_end_effector': -1.0373778437957944e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.85707371e-10]), 'dist_end_effector': -8.488694461557305e-10, 'collision': False}
{'pos_end_effector': array([-3.30082951,  0.06329688]), 'dist_end_effector': -1.3023685798812954, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00, -3.9441167e-10]), 'dist_end_effector': -1.0632303113341333e-09, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273738021893248e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -6.83398171e-10]), 'dist_end_effector': -8.872608892423831e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.34272166e-10]), 'dist_end_effector': -8.6861016581246e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.35263245e-10]), 'dist_end_effector': -1.0261831326437527e-09, 'collision': False}
{'pos_end_effector': array([-3.82174403, -0.0093069 ]), 'dist_end_effector': -1.8217677987369882, 'collision': False}
{'pos_end_effector': array([-1.98179106,  0.02396928]), 'dist_end_effector': -0.030101361506636497, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273738021893248e-10, 'collision': False}
## Generation 61 
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.71287445e-10]), 'dist_end_effector': -3.9271089086106086e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.65755109e-10]), 'dist_end_effector': -8.273724125287242e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  2.62414424e-10]), 'dist_end_effector': -5.394794521421656e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273738021893248e-10, 'collision': False}
{'pos_end_effector': array([-1.94772649, -0.09030123]), 'dist_end_effector': -0.10433998221802902, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.79564777e-10]), 'dist_end_effector': -5.865256419228206e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.87475615e-10]), 'dist_end_effector': -7.654733917797257e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.21800966e-10]), 'dist_end_effector': -3.886239920028978e-10, 'collision': False}
{'pos_end_effector': array([-1.92707743,  0.08086921]), 'dist_end_effector': -0.10889228459849416, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.35649286e-10]), 'dist_end_effector': -4.381156136334038e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.42412201e-10]), 'dist_end_effector': -5.107225024733097e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  3.7810971e-10]), 'dist_end_effector': -7.756692807511004e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.61786276e-10]), 'dist_end_effector': -7.943601875418243e-10, 'collision': False}
{'pos_end_effector': array([-3.00586241, -0.0616892 ]), 'dist_end_effector': -1.0077523223955362, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.74674458e-10]), 'dist_end_effector': -5.339966954090254e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.55320431e-10]), 'dist_end_effector': -3.5732522556266425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.92777827e-10]), 'dist_end_effector': -6.798820152778544e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273738021893248e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.47636958e-10]), 'dist_end_effector': -2.971614359352318e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.00258215e-10]), 'dist_end_effector': -5.065557540786936e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  9.01134722e-11]), 'dist_end_effector': -1.0181420536412921e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.56239047e-10]), 'dist_end_effector': -5.324303908122162e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.78754988e-10]), 'dist_end_effector': -8.235792110396332e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.74001449e-10]), 'dist_end_effector': -7.559882877892372e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -1.48720425e-10]), 'dist_end_effector': -2.715608400502715e-10, 'collision': False}
{'pos_end_effector': array([-3.49371235, -0.51569938]), 'dist_end_effector': -1.5802286039884366, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.56974672e-10]), 'dist_end_effector': -3.762641026465299e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.77853876e-10]), 'dist_end_effector': -7.503525904383255e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  2.11645812e-10]), 'dist_end_effector': -4.781594312233245e-10, 'collision': False}
{'pos_end_effector': array([-2.19951561, -0.13119581]), 'dist_end_effector': -0.23878614051761202, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.51344731e-10]), 'dist_end_effector': -3.8663806865616983e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  3.7810971e-10]), 'dist_end_effector': -7.756692807511004e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.04131173e-11]), 'dist_end_effector': -1.5589636290800126e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  6.2596317e-11]), 'dist_end_effector': -8.141244900226243e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  4.18110713e-10]), 'dist_end_effector': -6.156658938107607e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.00982358e-10]), 'dist_end_effector': -4.4158091359741754e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.24588395e-10]), 'dist_end_effector': -3.704167422074572e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.87475615e-10]), 'dist_end_effector': -7.654733917797257e-10, 'collision': False}
{'pos_end_effector': array([-1.92093711,  0.10998608]), 'dist_end_effector': -0.13545434076264434, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.82711568e-10]), 'dist_end_effector': -1.9509596386380606e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  2.68033817e-10]), 'dist_end_effector': -2.6823257830822754e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.79564777e-10]), 'dist_end_effector': -5.865256419228206e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.56086288e-11]), 'dist_end_effector': -2.345115810194336e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.61786276e-10]), 'dist_end_effector': -7.943601875418243e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.33336683e-10]), 'dist_end_effector': -3.050277244967339e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.30124966e-10]), 'dist_end_effector': -3.55077513858406e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.36645164e-12]), 'dist_end_effector': -7.480083599391387e-12, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.46035986e-10]), 'dist_end_effector': -7.712680885824361e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  6.2596317e-11]), 'dist_end_effector': -8.141244900226243e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.73594108e-10]), 'dist_end_effector': -5.759966817178295e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  6.18326446e-10]), 'dist_end_effector': -6.827652835832304e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.61202726e-10]), 'dist_end_effector': -3.392984104599162e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.41135675e-10]), 'dist_end_effector': -7.605002354657335e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.60369401e-10]), 'dist_end_effector': -7.303246292952568e-10, 'collision': False}
{'pos_end_effector': array([-2.000000e+00,  1.642253e-11]), 'dist_end_effector': -3.5797041517714367e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.91170779e-10]), 'dist_end_effector': -7.811334122412688e-10, 'collision': False}
{'pos_end_effector': array([-2.29539812, -0.24926927]), 'dist_end_effector': -0.38651677546354907, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.56086288e-11]), 'dist_end_effector': -2.345115810194336e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.73594108e-10]), 'dist_end_effector': -5.759966817178295e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00, -1.5692786e-10]), 'dist_end_effector': -5.714747912849155e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.79564777e-10]), 'dist_end_effector': -5.865256419228206e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.53240787e-11]), 'dist_end_effector': -2.621686381341962e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.87468502e-10]), 'dist_end_effector': -6.980269493937468e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -6.04885808e-10]), 'dist_end_effector': -7.179868701827092e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.46892404e-10]), 'dist_end_effector': -3.5548604649318125e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.07965883e-11]), 'dist_end_effector': -2.628785413044201e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.75714865e-10]), 'dist_end_effector': -6.71683305185221e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.26348393e-11]), 'dist_end_effector': -1.1903006743204131e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.28269459e-10]), 'dist_end_effector': -6.263653004232871e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.01897721e-10]), 'dist_end_effector': -7.656476544170652e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  3.7810971e-10]), 'dist_end_effector': -7.756692807511004e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.50803847e-10]), 'dist_end_effector': -6.723119842886026e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  3.6721326e-10]), 'dist_end_effector': -7.70556380043241e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  3.6721326e-10]), 'dist_end_effector': -7.70556380043241e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  3.02750491e-10]), 'dist_end_effector': -7.726581963369251e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.74868509e-10]), 'dist_end_effector': -2.989176603783444e-10, 'collision': False}
{'pos_end_effector': array([-2.02972176,  0.05659338]), 'dist_end_effector': -0.06392334251788534, 'collision': False}
{'pos_end_effector': array([-2.10950248, -0.21975157]), 'dist_end_effector': -0.24552300286880374, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.00258215e-10]), 'dist_end_effector': -5.065557540786936e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.51344731e-10]), 'dist_end_effector': -3.8663806865616983e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.74001449e-10]), 'dist_end_effector': -7.559882877892372e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.53538429e-10]), 'dist_end_effector': -5.724772405630977e-10, 'collision': False}
{'pos_end_effector': array([-1.80090443,  0.10639228]), 'dist_end_effector': -0.22573959091274043, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  7.94788679e-11]), 'dist_end_effector': -1.9503940289577005e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.49054666e-10]), 'dist_end_effector': -3.35341008494819e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.66954919e-10]), 'dist_end_effector': -6.068818494339418e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.47636958e-10]), 'dist_end_effector': -2.971614359352318e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.74001449e-10]), 'dist_end_effector': -7.559882877892372e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.47804413e-10]), 'dist_end_effector': -7.094085754226352e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.61786276e-10]), 'dist_end_effector': -7.943601875418243e-10, 'collision': False}
{'pos_end_effector': array([-1.7008972 ,  1.05211631]), 'dist_end_effector': -1.0938058365485288, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.7029137e-10]), 'dist_end_effector': -8.515017204597384e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  5.6575572e-10]), 'dist_end_effector': -8.273738021893248e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.19349824e-10]), 'dist_end_effector': -3.235802029317561e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.24957411e-10]), 'dist_end_effector': -6.569756936862124e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.35341152e-10]), 'dist_end_effector': -7.533367337073307e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  4.87475615e-10]), 'dist_end_effector': -7.654733917797257e-10, 'collision': False}
{'pos_end_effector': array([-1.60004944,  0.03799885]), 'dist_end_effector': -0.4017516146142776, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.79564777e-10]), 'dist_end_effector': -5.865256419228206e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  6.2596317e-11]), 'dist_end_effector': -8.141244900226243e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -2.28269459e-10]), 'dist_end_effector': -6.263653004232871e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.41135675e-10]), 'dist_end_effector': -7.605002354657335e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.0000000e+00, -4.4072801e-11]), 'dist_end_effector': -6.032158594144581e-11, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.61786276e-10]), 'dist_end_effector': -7.943601875418243e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  7.10610959e-10]), 'dist_end_effector': -7.231882455600295e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.73594108e-10]), 'dist_end_effector': -5.759966817178295e-10, 'collision': False}
{'pos_end_effector': array([-1.94302164,  0.33613174]), 'dist_end_effector': -0.3409267939229925, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.87475615e-10]), 'dist_end_effector': -7.654733917797257e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  4.79564777e-10]), 'dist_end_effector': -5.865256419228206e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -1.47998946e-10]), 'dist_end_effector': -1.4996065839460865e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.22327109e-10]), 'dist_end_effector': -5.738467167991726e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.74001449e-10]), 'dist_end_effector': -7.559882877892372e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  3.7810971e-10]), 'dist_end_effector': -7.756692807511004e-10, 'collision': False}
{'pos_end_effector': array([-2.000000e+00,  5.827413e-10]), 'dist_end_effector': -6.569592456381749e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.51344731e-10]), 'dist_end_effector': -3.8663806865616983e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  5.14616127e-12]), 'dist_end_effector': -6.108337457047395e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.26348393e-11]), 'dist_end_effector': -1.1903006743204131e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -4.74001449e-10]), 'dist_end_effector': -7.559882877892372e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.87919158e-11]), 'dist_end_effector': -2.1408322575778946e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -3.29780259e-10]), 'dist_end_effector': -6.831979583562354e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00, -5.77758896e-10]), 'dist_end_effector': -7.014316687757291e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  2.18320639e-10]), 'dist_end_effector': -2.8428315660771467e-10, 'collision': False}
