## Generation 0 
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793366, 'collision': False}
{'pos_end_effector': array([-0.96893076,  0.19659122]), 'dist_end_effector': -1.0496436910650815, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-0.98125834,  0.10136501]), 'dist_end_effector': -1.023772157094265, 'collision': False}
{'pos_end_effector': array([-0.91356981,  0.04740159]), 'dist_end_effector': -1.087463780448835, 'collision': False}
{'pos_end_effector': array([-0.4671208 , -2.44460528]), 'dist_end_effector': -2.88544860095845, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.96887588, -0.03075887]), 'dist_end_effector': -1.0315827942350209, 'collision': False}
{'pos_end_effector': array([-0.61903397, -1.71476374]), 'dist_end_effector': -2.2016997708812576, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([ 1.99610738, -0.49648992]), 'dist_end_effector': -4.026832060908901, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-0.98230322,  0.09068181]), 'dist_end_effector': -1.0217288951283725, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413286, 'collision': False}
{'pos_end_effector': array([-0.98808987, -0.03919982]), 'dist_end_effector': -1.012669115545146, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98606609, -0.005349  ]), 'dist_end_effector': -1.0139480240155432, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.96633188, -0.03954359]), 'dist_end_effector': -1.0344242212492316, 'collision': False}
{'pos_end_effector': array([-0.98225163,  0.09123884]), 'dist_end_effector': -1.0218298594413013, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.99705622, -0.05432036]), 'dist_end_effector': -1.0044137246219236, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-0.97291492, -0.10927536]), 'dist_end_effector': -1.0328818259537949, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.9734634 , -0.05381382]), 'dist_end_effector': -1.0279461629960587, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.1869377 , 1.38051596]), 'dist_end_effector': -3.473096059067642, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.9814441 ,  0.09955042]), 'dist_end_effector': -1.023409213196833, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.96633188, -0.03954359]), 'dist_end_effector': -1.0344242212492316, 'collision': False}
## Generation 11 
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98450064, -0.07844382]), 'dist_end_effector': -1.018524610615668, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.9578344 , -0.25661231]), 'dist_end_effector': -1.0732935318271117, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.99175354,  0.00110625]), 'dist_end_effector': -1.0082470658154397, 'collision': False}
{'pos_end_effector': array([-0.9850771 ,  0.12464291]), 'dist_end_effector': -1.0225479724297692, 'collision': False}
{'pos_end_effector': array([-2.81672544,  0.2327    ]), 'dist_end_effector': -0.8492289045619784, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98699229, -0.07990393]), 'dist_end_effector': -1.0161541487595767, 'collision': False}
{'pos_end_effector': array([-0.96944635, -0.20095352]), 'dist_end_effector': -1.0499634022033908, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.99263936, -0.0656049 ]), 'dist_end_effector': -1.0094946521455166, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.96272898, -0.23678804]), 'dist_end_effector': -1.063954761996872, 'collision': False}
{'pos_end_effector': array([-0.99002066, -0.04444034]), 'dist_end_effector': -1.0109565840133659, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98649055, -0.02441593]), 'dist_end_effector': -1.0138035079578736, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98308243, -0.17500329]), 'dist_end_effector': -1.0318660283403376, 'collision': False}
{'pos_end_effector': array([-0.98610396, -0.05010133]), 'dist_end_effector': -1.0151331564144723, 'collision': False}
{'pos_end_effector': array([-0.9864445 ,  0.00836953]), 'dist_end_effector': -1.013590056530038, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.72301908, -0.30105283]), 'dist_end_effector': -1.311988213006436, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.71226765, 3.54685188]), 'dist_end_effector': -5.134305151731713, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([2.300078  , 1.57967915]), 'dist_end_effector': -4.581054140852802, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98865137, -0.03906539]), 'dist_end_effector': -1.0121028424874632, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-1.46117665,  1.46219966]), 'dist_end_effector': -1.558319113052957, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98240055, -0.12323279]), 'dist_end_effector': -1.0250341247648593, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98735215, -0.10176837]), 'dist_end_effector': -1.0177487206747164, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-2.81672544,  0.2327    ]), 'dist_end_effector': -0.8492289045619784, 'collision': False}
{'pos_end_effector': array([-0.98939008, -0.10169669]), 'dist_end_effector': -1.0157138535367363, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98774639, -0.02711829]), 'dist_end_effector': -1.012616796706544, 'collision': False}
{'pos_end_effector': array([-0.75530177, -0.21739273]), 'dist_end_effector': -1.263539983535685, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.9880287 , -0.00147242]), 'dist_end_effector': -1.0119723665329547, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.95350854,  0.26894347]), 'dist_end_effector': -1.0804975513832813, 'collision': False}
{'pos_end_effector': array([-0.98968885, -0.02164117]), 'dist_end_effector': -1.010542903024201, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.53487368, -0.34210708]), 'dist_end_effector': -1.5045372651714846, 'collision': False}
{'pos_end_effector': array([-0.98109832,  0.11194353]), 'dist_end_effector': -1.0250326720186456, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.9694464 , -0.08627344]), 'dist_end_effector': -1.034158513606898, 'collision': False}
{'pos_end_effector': array([-0.48618947, -0.23391442]), 'dist_end_effector': -1.531776186052201, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.97486611, -0.16704105]), 'dist_end_effector': -1.0386540300637273, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98468193, -0.06669181]), 'dist_end_effector': -1.017506062336661, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.97232601,  0.18765776]), 'dist_end_effector': -1.0446670604125967, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98750148, -0.05586421]), 'dist_end_effector': -1.0140384893956655, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425469, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98913293, -0.06687664]), 'dist_end_effector': -1.0130768540664419, 'collision': False}
{'pos_end_effector': array([-0.97436432, -0.02963987]), 'dist_end_effector': -1.0260638730929872, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413286, 'collision': False}
{'pos_end_effector': array([-0.98981509, -0.0662331 ]), 'dist_end_effector': -1.0123538791877065, 'collision': False}
{'pos_end_effector': array([-2.81672544,  0.2327    ]), 'dist_end_effector': -0.8492289045619784, 'collision': False}
{'pos_end_effector': array([1.6424783, 2.1070653]), 'dist_end_effector': -4.2080128696261525, 'collision': False}
{'pos_end_effector': array([-0.99175354,  0.00110625]), 'dist_end_effector': -1.0082470658154397, 'collision': False}
{'pos_end_effector': array([-0.98514822,  0.10154957]), 'dist_end_effector': -1.019919823899509, 'collision': False}
{'pos_end_effector': array([-0.88551332, -0.10311467]), 'dist_end_effector': -1.1192467073041654, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98803816, -0.03936681]), 'dist_end_effector': -1.0127272676676409, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.83871175, -0.21071316]), 'dist_end_effector': -1.1802501581867435, 'collision': False}
{'pos_end_effector': array([-0.98902884, -0.03773433]), 'dist_end_effector': -1.0116751249081801, 'collision': False}
{'pos_end_effector': array([-0.9863528 , -0.06023762]), 'dist_end_effector': -1.0154354819801763, 'collision': False}
{'pos_end_effector': array([-0.98939848, -0.05685691]), 'dist_end_effector': -1.0121996573047545, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.07151375,  0.03446208]), 'dist_end_effector': -1.928794140746487, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.99333842, -0.03396262]), 'dist_end_effector': -1.0072343330486648, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.96188987, -0.03746067]), 'dist_end_effector': -1.038785801123199, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.00743846434133, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.94525643,  0.26740079]), 'dist_end_effector': -1.0881117549812986, 'collision': False}
{'pos_end_effector': array([-0.98812656, -0.0784577 ]), 'dist_end_effector': -1.0149105773468796, 'collision': False}
{'pos_end_effector': array([ 1.83526762, -3.46704588]), 'dist_end_effector': -5.170075907546239, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98586509, -0.03051207]), 'dist_end_effector': -1.0145938087580586, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.99187116,  0.02248519]), 'dist_end_effector': -1.0083795586083684, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.97911443,  0.12106961]), 'dist_end_effector': -1.0280394904390961, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413286, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-2.81672544,  0.2327    ]), 'dist_end_effector': -0.8492289045619784, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98656473, -0.04253832]), 'dist_end_effector': -1.0143276368912588, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98653943, -0.01108745]), 'dist_end_effector': -1.0135212186475329, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679462, 'collision': False}
{'pos_end_effector': array([-0.96117536, -0.24034588]), 'dist_end_effector': -1.0662658033407113, 'collision': False}
{'pos_end_effector': array([-0.98865137, -0.03906539]), 'dist_end_effector': -1.0121028424874632, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98606609, -0.005349  ]), 'dist_end_effector': -1.0139480240155432, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98755505, -0.06461864]), 'dist_end_effector': -1.0145049737927903, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413286, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.99023831,  0.01799593]), 'dist_end_effector': -1.0099220359816443, 'collision': False}
{'pos_end_effector': array([-0.98835693,  0.01693834]), 'dist_end_effector': -1.0117848630784037, 'collision': False}
{'pos_end_effector': array([-0.98865137, -0.03906539]), 'dist_end_effector': -1.0121028424874632, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.96800251, -0.0335381 ]), 'dist_end_effector': -1.0325423065457693, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.92329725,  0.35438297]), 'dist_end_effector': -1.1335237564416727, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425469, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.97382679, -0.19969896]), 'dist_end_effector': -1.045423897596235, 'collision': False}
{'pos_end_effector': array([-0.98760453, -0.03218718]), 'dist_end_effector': -1.0129070023364677, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.95741571, -0.09761887]), 'dist_end_effector': -1.0471444210747507, 'collision': False}
{'pos_end_effector': array([-2.81672544,  0.2327    ]), 'dist_end_effector': -0.8492289045619784, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': array([-0.98851754, -0.07829235]), 'dist_end_effector': -1.0145079870425473, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98457554, -0.09080911]), 'dist_end_effector': -1.0194768885735663, 'collision': False}
{'pos_end_effector': array([-0.99515226, -0.02409339]), 'dist_end_effector': -1.005136544577014, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98984728, -0.03565559]), 'dist_end_effector': -1.0107817929561158, 'collision': False}
{'pos_end_effector': array([-0.95968484, -0.2440916 ]), 'dist_end_effector': -1.068567428469315, 'collision': False}
{'pos_end_effector': array([-0.98147915,  0.12377371]), 'dist_end_effector': -1.0260139672007622, 'collision': False}
{'pos_end_effector': array([-0.99002066, -0.04444034]), 'dist_end_effector': -1.0109565840133659, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98622825, -0.02228525]), 'dist_end_effector': -1.0140166606679457, 'collision': False}
{'pos_end_effector': array([-0.98769705, -0.03910653]), 'dist_end_effector': -1.0130580392502246, 'collision': False}
## Generation 12 
{'pos_end_effector': array([-0.98653943, -0.01108745]), 'dist_end_effector': -1.0135212186475329, 'collision': False}
{'pos_end_effector': array([-0.98981509, -0.0662331 ]), 'dist_end_effector': -1.0123538791877065, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.94221891, -0.32140182]), 'dist_end_effector': -1.1055315338519829, 'collision': False}
{'pos_end_effector': array([-0.6906257 , -0.25928905]), 'dist_end_effector': -1.33480030683381, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.99187116,  0.02248519]), 'dist_end_effector': -1.0083795586083684, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98981509, -0.0662331 ]), 'dist_end_effector': -1.0123538791877065, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.99175354,  0.00110625]), 'dist_end_effector': -1.0082470658154397, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
{'pos_end_effector': array([-0.98808987, -0.03919982]), 'dist_end_effector': -1.012669115545146, 'collision': False}
{'pos_end_effector': array([-0.9926661 , -0.01451426]), 'dist_end_effector': -1.0074384643413299, 'collision': False}
