## Generation 0 
{'pos_end_effector': array([ 0.15151275, -0.91827948]), 'dist_end_effector': -2.339282866242406, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([ 1.79350935, -0.12622842]), 'dist_end_effector': -3.795608885080111, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([ 0.29100158, -0.03407654]), 'dist_end_effector': -2.2912549918201335, 'collision': False}
{'pos_end_effector': array([0.46571626, 3.46979608]), 'dist_end_effector': -4.256670240624438, 'collision': False}
{'pos_end_effector': array([0.31458282, 0.19921334]), 'dist_end_effector': -2.3231400257639168, 'collision': False}
{'pos_end_effector': array([ 0.04511272, -0.17151178]), 'dist_end_effector': -2.0522919711259604, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.84910767, -2.12042762]), 'dist_end_effector': -2.412626463372154, 'collision': False}
{'pos_end_effector': array([-0.86925565, -1.50377845]), 'dist_end_effector': -1.8814708098232686, 'collision': False}
{'pos_end_effector': array([-0.29457536, -0.1636554 ]), 'dist_end_effector': -1.7132589705210068, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([ 1.16988633, -3.11010449]), 'dist_end_effector': -4.440825296404489, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([ 4.80557692, -2.64216604]), 'dist_end_effector': -7.300473858747843, 'collision': False}
{'pos_end_effector': array([-0.69620494, -1.77882087]), 'dist_end_effector': -2.2054671306187403, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-2.04661852, -2.15565836]), 'dist_end_effector': -2.15616239089257, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.83273143, -1.23386015]), 'dist_end_effector': -1.6985072237062504, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-0.56588081, -1.13231593]), 'dist_end_effector': -1.8272485370934828, 'collision': False}
{'pos_end_effector': array([-0.56588081, -1.13231593]), 'dist_end_effector': -1.8272485370934828, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-0.68273377,  1.45258818]), 'dist_end_effector': -1.960918849266497, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-0.76179635,  1.21125413]), 'dist_end_effector': -1.7321330295540907, 'collision': False}
{'pos_end_effector': array([ 1.895734  , -0.26622695]), 'dist_end_effector': -3.9048201186282325, 'collision': False}
{'pos_end_effector': array([0.71122048, 2.92154909]), 'dist_end_effector': -3.9857452992208233, 'collision': False}
{'pos_end_effector': array([-0.95243645, -0.253267  ]), 'dist_end_effector': -1.077744670209068, 'collision': False}
{'pos_end_effector': array([-2.49184533, -2.85666203]), 'dist_end_effector': -2.8986944958718515, 'collision': False}
{'pos_end_effector': array([-1.61614277, -1.26200966]), 'dist_end_effector': -1.3190961890233341, 'collision': False}
{'pos_end_effector': array([-2.7331146 , -4.41048249]), 'dist_end_effector': -4.470996843925215, 'collision': False}
{'pos_end_effector': array([ 0.24444426, -2.43136456]), 'dist_end_effector': -3.3089369335849126, 'collision': False}
{'pos_end_effector': array([-0.96612276, -0.29583503]), 'dist_end_effector': -1.075369945069566, 'collision': False}
{'pos_end_effector': array([-1.38958831, -1.51503093]), 'dist_end_effector': -1.6333772265433615, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.93214141,  0.32288573]), 'dist_end_effector': -1.1156061883257091, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.1200338 , -0.11613823]), 'dist_end_effector': -1.8835501083736583, 'collision': False}
{'pos_end_effector': array([ 1.56680863, -1.55970189]), 'dist_end_effector': -3.892915842091963, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.56588081, -1.13231593]), 'dist_end_effector': -1.8272485370934828, 'collision': False}
{'pos_end_effector': array([8.38649865, 2.0901737 ]), 'dist_end_effector': -10.594724170107657, 'collision': False}
{'pos_end_effector': array([-0.68273377,  1.45258818]), 'dist_end_effector': -1.960918849266497, 'collision': False}
{'pos_end_effector': array([-0.72343562,  1.31580602]), 'dist_end_effector': -1.83329269440163, 'collision': False}
{'pos_end_effector': array([0.28273922, 0.91635115]), 'dist_end_effector': -2.4597962854721533, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.76179635,  1.21125413]), 'dist_end_effector': -1.7321330295540907, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.7337063 ,  1.63542686]), 'dist_end_effector': -2.068361850761642, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([ 5.7829403 , -2.69166302]), 'dist_end_effector': -8.235241925566424, 'collision': False}
{'pos_end_effector': array([-1.76850911, -1.70268675]), 'dist_end_effector': -1.7183510098988515, 'collision': False}
{'pos_end_effector': array([0.91328378, 6.01529628]), 'dist_end_effector': -6.6836376096522585, 'collision': False}
{'pos_end_effector': array([0.22637241, 0.01238311]), 'dist_end_effector': -2.2264068448547345, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-0.93214141,  0.32288573]), 'dist_end_effector': -1.1156061883257091, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.76179635,  1.21125413]), 'dist_end_effector': -1.7321330295540907, 'collision': False}
{'pos_end_effector': array([ 0.01891395, -0.00719109]), 'dist_end_effector': -2.018926752673427, 'collision': False}
{'pos_end_effector': array([-0.71871139, -2.16266353]), 'dist_end_effector': -2.5137251307204336, 'collision': False}
{'pos_end_effector': array([-0.92456189, -0.28380684]), 'dist_end_effector': -1.1122560228422504, 'collision': False}
{'pos_end_effector': array([2.18469809, 0.78778118]), 'dist_end_effector': -4.25820352339147, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.69620494, -1.77882087]), 'dist_end_effector': -2.2054671306187403, 'collision': False}
{'pos_end_effector': array([ 2.72357232, -0.19309583]), 'dist_end_effector': -4.727517478005352, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-0.15574355, -0.69729001]), 'dist_end_effector': -1.971673197954184, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([5.76170346, 1.24760825]), 'dist_end_effector': -7.861333664886093, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-0.15574355, -0.69729001]), 'dist_end_effector': -1.971673197954184, 'collision': False}
{'pos_end_effector': array([-0.56588081, -1.13231593]), 'dist_end_effector': -1.8272485370934828, 'collision': False}
{'pos_end_effector': array([4.1546006 , 0.72137223]), 'dist_end_effector': -6.196731917900505, 'collision': False}
{'pos_end_effector': array([-0.83197351, -0.74465027]), 'dist_end_effector': -1.3852039174742514, 'collision': False}
{'pos_end_effector': array([-1.77331215, -1.48092904]), 'dist_end_effector': -1.49817829385761, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-0.56588081, -1.13231593]), 'dist_end_effector': -1.8272485370934828, 'collision': False}
{'pos_end_effector': array([1.06108609, 2.03886499]), 'dist_end_effector': -3.677936716044747, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([4.41116849, 4.62099723]), 'dist_end_effector': -7.902954945164034, 'collision': False}
{'pos_end_effector': array([-0.72343562,  1.31580602]), 'dist_end_effector': -1.83329269440163, 'collision': False}
{'pos_end_effector': array([-0.56588081, -1.13231593]), 'dist_end_effector': -1.8272485370934828, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([0.22637241, 0.01238311]), 'dist_end_effector': -2.2264068448547345, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([0.29464016, 0.14877412]), 'dist_end_effector': -2.29945802001795, 'collision': False}
{'pos_end_effector': array([6.71868528, 0.8685505 ]), 'dist_end_effector': -8.761840728970888, 'collision': False}
{'pos_end_effector': array([0.22637241, 0.01238311]), 'dist_end_effector': -2.2264068448547345, 'collision': False}
{'pos_end_effector': array([3.88596432, 2.57347177]), 'dist_end_effector': -6.423965516932362, 'collision': False}
{'pos_end_effector': array([1.11584133, 1.03648726]), 'dist_end_effector': -3.2837132993357647, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-0.00369837, -0.00232653]), 'dist_end_effector': -1.996302981317304, 'collision': False}
{'pos_end_effector': array([-0.26619459, -0.93079789]), 'dist_end_effector': -1.9678582031132312, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-0.27959224, -0.45538918]), 'dist_end_effector': -1.7796578797641016, 'collision': False}
{'pos_end_effector': array([-0.92456189, -0.28380684]), 'dist_end_effector': -1.1122560228422504, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([0.22637241, 0.01238311]), 'dist_end_effector': -2.2264068448547345, 'collision': False}
{'pos_end_effector': array([-0.56117329, -1.17264647]), 'dist_end_effector': -1.8561578696889598, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-0.42129444, -2.51428535]), 'dist_end_effector': -2.9688284009209824, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-1.36277675, -1.46762187]), 'dist_end_effector': -1.5999898188637531, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-0.16305047,  0.60102505]), 'dist_end_effector': -1.9327738346032672, 'collision': False}
{'pos_end_effector': array([-0.30737946,  0.21840773]), 'dist_end_effector': -1.7066535161309253, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([0.22950178, 0.45257625]), 'dist_end_effector': -2.2749732874073416, 'collision': False}
{'pos_end_effector': array([ 2.47377678, -1.66803706]), 'dist_end_effector': -4.77462315867063, 'collision': False}
{'pos_end_effector': array([ 0.00775053, -0.32756677]), 'dist_end_effector': -2.034296484381709, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868561, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([ 0.82073027, -4.6928705 ]), 'dist_end_effector': -5.475358687422288, 'collision': False}
{'pos_end_effector': array([0.22637241, 0.01238311]), 'dist_end_effector': -2.2264068448547345, 'collision': False}
{'pos_end_effector': array([-0.05332207, -0.27980196]), 'dist_end_effector': -1.966683526836481, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.22784411, -0.18154567]), 'dist_end_effector': -1.7814306949868557, 'collision': False}
## Generation 5 
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([ 6.02250464, -0.42943819]), 'dist_end_effector': -8.033990155960918, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-0.96033945,  0.22559022]), 'dist_end_effector': -1.063853848891163, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.5742185 , 3.07133454]), 'dist_end_effector': -4.712550660768934, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.29434158, -1.01938808]), 'dist_end_effector': -1.2398007300223945, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-1.48285356, -1.23805499]), 'dist_end_effector': -1.34172300160326, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-0.7299591 , -7.03538329]), 'dist_end_effector': -7.149099373575407, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.46164404,  1.32438672]), 'dist_end_effector': -2.029911143845101, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.96058149, -0.07240133]), 'dist_end_effector': -1.0419370361880385, 'collision': False}
{'pos_end_effector': array([-0.32221366,  0.33784698]), 'dist_end_effector': -1.7114635796333195, 'collision': False}
{'pos_end_effector': array([-2.21741769, -5.22625656]), 'dist_end_effector': -5.230777001428662, 'collision': False}
{'pos_end_effector': array([-1.81275806, -1.82669335]), 'dist_end_effector': -1.8362647293406407, 'collision': False}
{'pos_end_effector': array([-0.91058369, -0.50548489]), 'dist_end_effector': -1.2009757993570116, 'collision': False}
{'pos_end_effector': array([-1.48354075, -1.33180679]), 'dist_end_effector': -1.42843953045741, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([5.52162373, 1.32042886]), 'dist_end_effector': -7.636645596418172, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': array([4.69224489, 0.86635772]), 'dist_end_effector': -6.748089907197374, 'collision': False}
{'pos_end_effector': array([ 2.76537026, -1.78097649]), 'dist_end_effector': -5.087300955389318, 'collision': False}
{'pos_end_effector': array([-0.50649306, -0.13800615]), 'dist_end_effector': -1.499869551208441, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.92456189, -0.28380684]), 'dist_end_effector': -1.1122560228422504, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.90948365, -0.26026078]), 'dist_end_effector': -1.121142980952553, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-0.35593609,  0.07872014]), 'dist_end_effector': -1.6459474485550591, 'collision': False}
{'pos_end_effector': array([ 1.44851866, -1.9316348 ]), 'dist_end_effector': -3.9526565722339235, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-0.50649306, -0.13800615]), 'dist_end_effector': -1.499869551208441, 'collision': False}
{'pos_end_effector': array([-0.06395273, -1.04473231]), 'dist_end_effector': -2.1999419579004376, 'collision': False}
{'pos_end_effector': array([-1.43180164, -1.47553023]), 'dist_end_effector': -1.5811511144317372, 'collision': False}
{'pos_end_effector': array([-1.44783894, -1.65842642]), 'dist_end_effector': -1.7479302126707212, 'collision': False}
{'pos_end_effector': array([-6.44626135, -3.23486877]), 'dist_end_effector': -5.498510340531156, 'collision': False}
{'pos_end_effector': array([ 1.97562672, -0.80272613]), 'dist_end_effector': -4.055857129103349, 'collision': False}
{'pos_end_effector': array([ 2.10593329, -2.01606329]), 'dist_end_effector': -4.574188379471869, 'collision': False}
{'pos_end_effector': array([ 3.7532698 , -1.33988869]), 'dist_end_effector': -5.907234127969878, 'collision': False}
{'pos_end_effector': array([-0.92456189, -0.28380684]), 'dist_end_effector': -1.1122560228422504, 'collision': False}
{'pos_end_effector': array([-0.96612276, -0.29583503]), 'dist_end_effector': -1.075369945069566, 'collision': False}
{'pos_end_effector': array([-0.46697082,  0.14715909]), 'dist_end_effector': -1.5400760610305866, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.92456189, -0.28380684]), 'dist_end_effector': -1.1122560228422504, 'collision': False}
{'pos_end_effector': array([-0.93214141,  0.32288573]), 'dist_end_effector': -1.1156061883257091, 'collision': False}
{'pos_end_effector': array([-0.92456189, -0.28380684]), 'dist_end_effector': -1.1122560228422504, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.93631458, -0.31057656]), 'dist_end_effector': -1.1080994842442875, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.95243645, -0.253267  ]), 'dist_end_effector': -1.077744670209068, 'collision': False}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-3.02633092,  0.6374326 ]), 'dist_end_effector': -1.20817029910043, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([7.28995428, 1.41912944]), 'dist_end_effector': -9.397722006351833, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-1.39777688, -1.46552908]), 'dist_end_effector': -1.5844393878647756, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([-2.00175275, -1.98425177]), 'dist_end_effector': -1.9842525444315724, 'collision': False}
{'pos_end_effector': array([-0.35498512, -0.23116484]), 'dist_end_effector': -1.6611776333376638, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.4413043 ,  0.15235729]), 'dist_end_effector': -1.5661242073200952, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-0.88531616,  0.26477662]), 'dist_end_effector': -1.1456992333073366, 'collision': False}
{'pos_end_effector': array([-3.02633092,  0.6374326 ]), 'dist_end_effector': -1.20817029910043, 'collision': False}
{'pos_end_effector': array([-0.83197351, -0.74465027]), 'dist_end_effector': -1.3852039174742514, 'collision': False}
{'pos_end_effector': array([2.35391421, 1.75200432]), 'dist_end_effector': -4.693195932604471, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.96564749, -0.05372082]), 'dist_end_effector': -1.0357466091793368, 'collision': False}
{'pos_end_effector': array([ 1.68750339, -0.56033177]), 'dist_end_effector': -3.7298328294863072, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
{'pos_end_effector': array([-1.73808467, -1.57518126]), 'dist_end_effector': -1.5968079525364336, 'collision': False}
{'pos_end_effector': array([ 2.39436516, -0.43202792]), 'dist_end_effector': -4.415551302991421, 'collision': False}
{'pos_end_effector': array([-1.48924225, -1.05263464]), 'dist_end_effector': -1.1700056278922641, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.96612276, -0.29583503]), 'dist_end_effector': -1.075369945069566, 'collision': False}
{'pos_end_effector': array([-1.57769092, -1.15124033]), 'dist_end_effector': -1.2262541548290742, 'collision': False}
