## Generation 0 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([2.62841187, 0.89023749]), 'dist_end_effector': -4.713249326343361, 'collision': False}
{'pos_end_effector': array([1.30926361, 0.56923965]), 'dist_end_effector': -3.357865305879672, 'collision': False}
{'pos_end_effector': array([0.77754124, 0.71580482]), 'dist_end_effector': -2.868294241623304, 'collision': False}
{'pos_end_effector': array([-4.17415137, -6.98223055]), 'dist_end_effector': -7.31289803739842, 'collision': False}
{'pos_end_effector': array([-0.84038006,  2.70213982]), 'dist_end_effector': -2.9404554038267015, 'collision': False}
{'pos_end_effector': array([-0.94796126, -0.44792784]), 'dist_end_effector': -1.1434268037774702, 'collision': False}
{'pos_end_effector': array([0.46425863, 2.66982417]), 'dist_end_effector': -3.633253596249446, 'collision': False}
{'pos_end_effector': array([ 3.04390805, -0.78645908]), 'dist_end_effector': -5.104853206368553, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.19881517, 1.67271827]), 'dist_end_effector': -2.7627476468064764, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.34071425, -0.57161304]), 'dist_end_effector': -3.389264401127324, 'collision': False}
{'pos_end_effector': array([1.44683613, 4.83953358]), 'dist_end_effector': -5.9415288068937055, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.13629008, 0.60674855]), 'dist_end_effector': -3.1944419325886804, 'collision': False}
{'pos_end_effector': array([2.206518  , 1.19699565]), 'dist_end_effector': -4.373510293915797, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.49260554,  1.34042627]), 'dist_end_effector': -2.0171714469797744, 'collision': False}
{'pos_end_effector': array([0.38511725, 2.3817562 ]), 'dist_end_effector': -3.3706893785385583, 'collision': False}
{'pos_end_effector': array([3.00009709, 1.40165292]), 'dist_end_effector': -5.192841405861169, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.36268172, -1.19871853]), 'dist_end_effector': -2.0292208533194334, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
