## Generation 0 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.54191458,  0.38698231]), 'dist_end_effector': -1.5085650149857233, 'collision': False}
{'pos_end_effector': array([0.33314088, 2.02066562]), 'dist_end_effector': -3.0865248947096924, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.32672552, -0.69158954]), 'dist_end_effector': -3.3978520823166645, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.72871974, -2.15409198]), 'dist_end_effector': -2.274015111681045, 'collision': False}
{'pos_end_effector': array([ 1.19365744, -3.85774302]), 'dist_end_effector': -5.008156251049703, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.37715929,  2.63083693]), 'dist_end_effector': -2.7035594130676484, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.58418155, 3.06435232]), 'dist_end_effector': -4.715571279401267, 'collision': False}
{'pos_end_effector': array([4.13528102, 0.55202063]), 'dist_end_effector': -6.160064935113995, 'collision': False}
{'pos_end_effector': array([2.20224945, 4.50058673]), 'dist_end_effector': -6.157449256560746, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.97140868, -1.41877024]), 'dist_end_effector': -1.41905830019266, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([2.84353103, 0.07657522]), 'dist_end_effector': -4.844136309559668, 'collision': False}
{'pos_end_effector': array([1.80475777, 2.91417966]), 'dist_end_effector': -4.792559311091234, 'collision': False}
{'pos_end_effector': array([ 1.20066003, -0.18509724]), 'dist_end_effector': -3.206007742263203, 'collision': False}
{'pos_end_effector': array([-0.75735427,  0.31129145]), 'dist_end_effector': -1.2810428465873882, 'collision': False}
{'pos_end_effector': array([-0.60462509, -0.85904398]), 'dist_end_effector': -1.6386054108822146, 'collision': False}
{'pos_end_effector': array([ 3.23466897, -0.10633277]), 'dist_end_effector': -5.235748833841466, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 2.78533206, -0.53708787]), 'dist_end_effector': -4.815378105520655, 'collision': False}
