## Generation 0 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([4.89388123, 2.95042338]), 'dist_end_effector': -7.498706326623078, 'collision': False}
{'pos_end_effector': array([ 0.76775741, -0.06460774]), 'dist_end_effector': -2.7685113749034116, 'collision': False}
{'pos_end_effector': array([0.73231044, 1.87511539]), 'dist_end_effector': -3.31384641330947, 'collision': False}
{'pos_end_effector': array([-0.56220217, -1.8497863 ]), 'dist_end_effector': -2.34285551334015, 'collision': False}
{'pos_end_effector': array([0.04509121, 0.73106985]), 'dist_end_effector': -2.17183360207548, 'collision': False}
{'pos_end_effector': array([-1.17966874, -4.20593924]), 'dist_end_effector': -4.28519174280606, 'collision': False}
{'pos_end_effector': array([ 0.55050673, -0.01320338]), 'dist_end_effector': -2.5505409099830363, 'collision': False}
{'pos_end_effector': array([-0.06730991, -0.37942234]), 'dist_end_effector': -1.9695817528540622, 'collision': False}
{'pos_end_effector': array([ 0.38304852, -0.91201579]), 'dist_end_effector': -2.551605971821536, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.10846235, -3.47325926]), 'dist_end_effector': -4.0631445167335976, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.10634929,  0.45378076]), 'dist_end_effector': -1.9472621733099342, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 5.97546952, -0.72320653]), 'dist_end_effector': -8.008192160857478, 'collision': False}
{'pos_end_effector': array([ 2.44649332, -0.4984283 ]), 'dist_end_effector': -4.474341699326416, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 2.12378445, -2.69442057]), 'dist_end_effector': -4.926002481777578, 'collision': False}
{'pos_end_effector': array([ 0.82845899, -1.12223895]), 'dist_end_effector': -3.042959171957911, 'collision': False}
{'pos_end_effector': array([-0.57711752,  1.70870869]), 'dist_end_effector': -2.223573688325706, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.04285968, -3.01860802]), 'dist_end_effector': -3.16671943007147, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
