## Generation 0 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.30359145, 0.24267012]), 'dist_end_effector': -3.312492306702018, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([2.85745057, 2.91812488]), 'dist_end_effector': -5.66659323238461, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 3.61779546, -1.11859845]), 'dist_end_effector': -5.728078937680915, 'collision': False}
{'pos_end_effector': array([ 0.84002756, -0.80391307]), 'dist_end_effector': -2.951615280537504, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.07735096, -3.71298101]), 'dist_end_effector': -4.254599279965689, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.95093272,  1.66559936]), 'dist_end_effector': -1.6663219484612524, 'collision': False}
{'pos_end_effector': array([-0.02802017, -0.61117798]), 'dist_end_effector': -2.064520034552777, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.4972375 , 2.82478286]), 'dist_end_effector': -3.770357193095876, 'collision': False}
{'pos_end_effector': array([-0.51796495, -1.4784662 ]), 'dist_end_effector': -2.0933920287073633, 'collision': False}
{'pos_end_effector': array([ 0.82128112, -0.29923161]), 'dist_end_effector': -2.837105344956027, 'collision': False}
{'pos_end_effector': array([-3.17191939, -1.4012739 ]), 'dist_end_effector': -1.8267357760574146, 'collision': False}
{'pos_end_effector': array([-1.00428172,  0.41177161]), 'dist_end_effector': -1.0775020934564004, 'collision': False}
{'pos_end_effector': array([ 2.05181229, -0.38763151]), 'dist_end_effector': -4.070312154462486, 'collision': False}
{'pos_end_effector': array([-0.61310714, -5.81704439]), 'dist_end_effector': -5.9800900713644465, 'collision': False}
{'pos_end_effector': array([-0.25455985,  0.75343377]), 'dist_end_effector': -1.9011111891688859, 'collision': False}
{'pos_end_effector': array([-3.44313398, -2.32623056]), 'dist_end_effector': -2.73751425705967, 'collision': False}
{'pos_end_effector': array([ 0.32409317, -0.06075703]), 'dist_end_effector': -2.3248871926324854, 'collision': False}
{'pos_end_effector': array([2.01620886, 3.59023758]), 'dist_end_effector': -5.386997256359631, 'collision': False}
{'pos_end_effector': array([2.1245485 , 3.56273686]), 'dist_end_effector': -5.450228828768921, 'collision': False}
{'pos_end_effector': array([ 1.57683537, -2.26331809]), 'dist_end_effector': -4.232772144435872, 'collision': False}
{'pos_end_effector': array([ 2.46306788, -1.45842029]), 'dist_end_effector': -4.695313052950316, 'collision': False}
{'pos_end_effector': array([ 4.08308742, -1.09387923]), 'dist_end_effector': -6.180657272986222, 'collision': False}
{'pos_end_effector': array([ 1.62415581, -0.53074637]), 'dist_end_effector': -3.662812727592398, 'collision': False}
{'pos_end_effector': array([-1.1993206 ,  4.57707841]), 'dist_end_effector': -4.646583079214328, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.13466726, 0.65428952]), 'dist_end_effector': -3.202223231481507, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.49142188, -3.93302681]), 'dist_end_effector': -4.6557365572337215, 'collision': False}
{'pos_end_effector': array([ 1.87631672, -0.34994046]), 'dist_end_effector': -3.892080371586466, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.8434321 ,  1.34862604]), 'dist_end_effector': -1.357683949129823, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-4.01073694,  2.19474887]), 'dist_end_effector': -2.9765728029504825, 'collision': False}
{'pos_end_effector': array([ 4.13734104, -1.13474654]), 'dist_end_effector': -6.241362411646914, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.27316463,  0.30883174]), 'dist_end_effector': -1.754234148580914, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([2.50286974, 0.91873961]), 'dist_end_effector': -4.595641232835098, 'collision': False}
{'pos_end_effector': array([ 2.60389924, -0.24891914]), 'dist_end_effector': -4.610623493176091, 'collision': False}
{'pos_end_effector': array([ 0.48388871, -3.50191444]), 'dist_end_effector': -4.293379545448416, 'collision': False}
{'pos_end_effector': array([-0.42340542,  2.34593754]), 'dist_end_effector': -2.826494897869599, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-3.67477346, -5.75321058]), 'dist_end_effector': -5.992019532713359, 'collision': False}
{'pos_end_effector': array([ 2.15605475, -2.62058641]), 'dist_end_effector': -4.913274286896302, 'collision': False}
{'pos_end_effector': array([-1.39541757, -2.24598784]), 'dist_end_effector': -2.325936653478925, 'collision': False}
