## Generation 0 
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-2.00767272,  0.00788793]), 'dist_end_effector': -0.011004096304069452, 'collision': False}
{'pos_end_effector': array([-2.01180791, -0.04295639]), 'dist_end_effector': -0.04454972586647227, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98648975, -0.00737294]), 'dist_end_effector': -0.015391134794384904, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.9878761 ,  0.00672974]), 'dist_end_effector': -0.013866443981862904, 'collision': False}
{'pos_end_effector': array([-1.95724404,  0.0040782 ]), 'dist_end_effector': -0.0429500114390293, 'collision': False}
{'pos_end_effector': array([-1.98664361, -0.00884666]), 'dist_end_effector': -0.016020507155682005, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-2.04467947,  0.04847927]), 'dist_end_effector': -0.06592795219206847, 'collision': False}
{'pos_end_effector': array([-2.00295365e+00, -9.29728903e-04]), 'dist_end_effector': -0.003096518410041192, 'collision': False}
{'pos_end_effector': array([-1.98759336, -0.00895545]), 'dist_end_effector': -0.015301140766124554, 'collision': False}
{'pos_end_effector': array([-1.9361739 ,  0.05107518]), 'dist_end_effector': -0.08174621880823904, 'collision': False}
{'pos_end_effector': array([-2.68601194, -1.0769203 ]), 'dist_end_effector': -1.2768593225194176, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031826, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-2.01383279,  0.0037337 ]), 'dist_end_effector': -0.014327823995191934, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.86765339, -0.48374126]), 'dist_end_effector': -0.5015189296586786, 'collision': False}
{'pos_end_effector': array([-2.03416546, -0.0226499 ]), 'dist_end_effector': -0.040991423501488496, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.01026185, -0.00299324]), 'dist_end_effector': -0.010689482395965068, 'collision': False}
{'pos_end_effector': array([-1.99285769, -0.02793314]), 'dist_end_effector': -0.028831801886852047, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-2.30546845, -0.08088807]), 'dist_end_effector': -0.31599660152245956, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723292, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.9932789 ,  0.00307084]), 'dist_end_effector': -0.007389403704303775, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.99381054,  0.01673984]), 'dist_end_effector': -0.01784745590563175, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-2.02245873,  0.01407525]), 'dist_end_effector': -0.026504848216771012, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877858, 'collision': False}
{'pos_end_effector': array([-1.57006656,  0.29705645]), 'dist_end_effector': -0.5225756394253753, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723657, 'collision': False}
{'pos_end_effector': array([-1.98649439, -0.00599255]), 'dist_end_effector': -0.014775385758405583, 'collision': False}
{'pos_end_effector': array([-2.15420031, -0.06434025]), 'dist_end_effector': -0.167085020067017, 'collision': False}
{'pos_end_effector': array([-2.16590642, -0.09003337]), 'dist_end_effector': -0.18876162209829286, 'collision': False}
{'pos_end_effector': array([-2.31382002, -0.14763958]), 'dist_end_effector': -0.3468147152364365, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98649552, -0.00560753]), 'dist_end_effector': -0.014622429734767883, 'collision': False}
{'pos_end_effector': array([-1.98763235, -0.00895993]), 'dist_end_effector': -0.015272163388151171, 'collision': False}
{'pos_end_effector': array([-1.9951887 , -0.01589559]), 'dist_end_effector': -0.01660778220635035, 'collision': False}
{'pos_end_effector': array([-1.99568662,  0.01598618]), 'dist_end_effector': -0.016557870986855957, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-2.00587982,  0.00324938]), 'dist_end_effector': -0.006717946847759817, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-2.01502558,  0.0126828 ]), 'dist_end_effector': -0.019662693696774668, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028724177, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031288, 'collision': False}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.01746984, -0.0086642 ]), 'dist_end_effector': -0.019500357040245997, 'collision': False}
{'pos_end_effector': array([-1.6663748 ,  0.21708981]), 'dist_end_effector': -0.3980373817760871, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.3819075 , -2.80246178]), 'dist_end_effector': -2.8698136506295864, 'collision': False}
{'pos_end_effector': array([-2.00452382,  0.00968962]), 'dist_end_effector': -0.010693629392995367, 'collision': False}
{'pos_end_effector': array([-2.00395028,  0.01635211]), 'dist_end_effector': -0.016822493886355545, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.98759392, -0.00895552]), 'dist_end_effector': -0.015300719219850469, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-2.01383279,  0.0037337 ]), 'dist_end_effector': -0.014327823995191934, 'collision': False}
{'pos_end_effector': array([-2.01383279,  0.0037337 ]), 'dist_end_effector': -0.014327823995191934, 'collision': False}
{'pos_end_effector': array([-2.02666127, -0.01412152]), 'dist_end_effector': -0.03017019414648729, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98725811, -0.008917  ]), 'dist_end_effector': -0.015552123873672115, 'collision': False}
{'pos_end_effector': array([-1.98648381, -0.0088284 ]), 'dist_end_effector': -0.016143975028723848, 'collision': False}
{'pos_end_effector': array([-1.81129846,  0.41539133]), 'dist_end_effector': -0.4562436120409189, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.01231905, -0.03605608]), 'dist_end_effector': -0.03810248882921559, 'collision': False}
{'pos_end_effector': array([-1.98759392, -0.00895552]), 'dist_end_effector': -0.015300719219850469, 'collision': False}
{'pos_end_effector': array([-2.01556859, -0.01245606]), 'dist_end_effector': -0.019938267250571486, 'collision': False}
{'pos_end_effector': array([-1.98759392, -0.00895552]), 'dist_end_effector': -0.015300719219850469, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00463839, -0.00796154]), 'dist_end_effector': -0.009214156533335172, 'collision': False}
{'pos_end_effector': array([-1.18099702,  0.18790576]), 'dist_end_effector': -0.8402823638881863, 'collision': False}
{'pos_end_effector': array([-2.70167521, -1.17755373]), 'dist_end_effector': -1.3707592372229427, 'collision': False}
{'pos_end_effector': array([-1.99880721, -0.00437105]), 'dist_end_effector': -0.004530873010319685, 'collision': False}
{'pos_end_effector': array([-1.98649453, -0.00594794]), 'dist_end_effector': -0.014757227296019847, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-3.56910317, -0.13977153]), 'dist_end_effector': -1.575316102906237, 'collision': False}
{'pos_end_effector': array([-1.92696119,  0.49565008]), 'dist_end_effector': -0.5010026652413425, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
## Generation 23 
{'pos_end_effector': array([-1.99965148,  0.05995875]), 'dist_end_effector': -0.059959766652457426, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.01340588e+00, -1.85680977e-03]), 'dist_end_effector': -0.013533863455097528, 'collision': False}
{'pos_end_effector': array([-3.75824364, -2.32918684]), 'dist_end_effector': -2.9183097878258106, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.9878761 ,  0.00672974]), 'dist_end_effector': -0.013866443981862904, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00295365e+00, -9.29728903e-04]), 'dist_end_effector': -0.0030965184100408016, 'collision': False}
{'pos_end_effector': array([-1.98771558e+00, -7.74861422e-04]), 'dist_end_effector': -0.012308830762420528, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031288, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.99324204,  0.01558271]), 'dist_end_effector': -0.016985020093358543, 'collision': False}
{'pos_end_effector': array([-2.11145747,  0.09214611]), 'dist_end_effector': -0.144615606253061, 'collision': False}
{'pos_end_effector': array([-1.99689732, -0.00418156]), 'dist_end_effector': -0.005206919023922512, 'collision': False}
{'pos_end_effector': array([-1.99457421e+00,  7.70528539e-04]), 'dist_end_effector': -0.005480224930545352, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031826, 'collision': False}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': array([-1.60284871,  0.26815595]), 'dist_end_effector': -0.4792042958212154, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.01026185, -0.00299324]), 'dist_end_effector': -0.010689482395965068, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.01243949358687749, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877489, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877215, 'collision': False}
{'pos_end_effector': array([-3.24330687,  0.35680903]), 'dist_end_effector': -1.293493196494174, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': array([-1.96861113, -0.00305858]), 'dist_end_effector': -0.03153753093805488, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.96516958,  0.01191476]), 'dist_end_effector': -0.036811948578118384, 'collision': False}
{'pos_end_effector': array([-2.23329436,  0.18799218]), 'dist_end_effector': -0.29961194678378006, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877954, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.01026185, -0.00299324]), 'dist_end_effector': -0.010689482395965068, 'collision': False}
{'pos_end_effector': array([-2.38624004,  0.75914249]), 'dist_end_effector': -0.8517503690091105, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877858, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': array([-1.99585486,  0.01699854]), 'dist_end_effector': -0.017496647945579376, 'collision': False}
{'pos_end_effector': array([-2.60708868, -0.1796967 ]), 'dist_end_effector': -0.6331252404202191, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00587982,  0.00324938]), 'dist_end_effector': -0.006717946847759817, 'collision': False}
{'pos_end_effector': array([-2.0496473 , -0.04111331]), 'dist_end_effector': -0.06446052564113085, 'collision': False}
{'pos_end_effector': array([-2.96460069,  0.02775413]), 'dist_end_effector': -0.9649998851803974, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.01243949358687758, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.99498766,  0.0277413 ]), 'dist_end_effector': -0.028190483983530835, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-2.08443309,  0.02013787]), 'dist_end_effector': -0.08680138550858722, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.01026185, -0.00299324]), 'dist_end_effector': -0.010689482395965068, 'collision': False}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031288, 'collision': False}
{'pos_end_effector': array([-3.32702383,  0.36751274]), 'dist_end_effector': -1.3769741648216574, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031288, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877215, 'collision': False}
{'pos_end_effector': array([-2.01383279,  0.0037337 ]), 'dist_end_effector': -0.014327823995191934, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': array([-2.00291337, -0.00608789]), 'dist_end_effector': -0.006749080447950793, 'collision': False}
{'pos_end_effector': array([-2.00463839, -0.00796154]), 'dist_end_effector': -0.009214156533335172, 'collision': False}
{'pos_end_effector': array([-1.25473141, -0.04433352]), 'dist_end_effector': -0.7465860530684769, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.9886278 ,  0.00330979]), 'dist_end_effector': -0.011844049487355431, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00767272,  0.00788793]), 'dist_end_effector': -0.011004096304069452, 'collision': False}
{'pos_end_effector': array([-1.28104316, -2.21820235]), 'dist_end_effector': -2.331806294441594, 'collision': False}
{'pos_end_effector': array([-2.00008417, -0.01555846]), 'dist_end_effector': -0.015558686993456654, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00587982,  0.00324938]), 'dist_end_effector': -0.006717946847759817, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98828181e+00, -1.86519347e-04]), 'dist_end_effector': -0.01171967926050779, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-2.01458101,  0.01007524]), 'dist_end_effector': -0.01772333214714568, 'collision': False}
{'pos_end_effector': array([-2.04160366, -0.04108984]), 'dist_end_effector': -0.05847426202688814, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98861572,  0.00862174]), 'dist_end_effector': -0.014280627006687842, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.78149991,  0.16252763]), 'dist_end_effector': -0.27231878983080277, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.0011076, -0.0094888]), 'dist_end_effector': -0.009553227567485808, 'collision': False}
{'pos_end_effector': array([-1.80678122,  0.14582385]), 'dist_end_effector': -0.24207042809079538, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': array([-2.00587982,  0.00324938]), 'dist_end_effector': -0.006717946847759817, 'collision': False}
{'pos_end_effector': array([-2.00269049, -0.03927858]), 'dist_end_effector': -0.039370614580761853, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-2.01259064,  0.01021439]), 'dist_end_effector': -0.016212897522558486, 'collision': False}
{'pos_end_effector': array([-1.98660523, -0.01430413]), 'dist_end_effector': -0.019596630177245725, 'collision': False}
{'pos_end_effector': array([-1.9886278 ,  0.00330979]), 'dist_end_effector': -0.011844049487355431, 'collision': False}
{'pos_end_effector': array([-1.98771558e+00, -7.74861422e-04]), 'dist_end_effector': -0.012308830762420528, 'collision': False}
{'pos_end_effector': array([-1.9681492 ,  0.02620858]), 'dist_end_effector': -0.041247583420084125, 'collision': False}
{'pos_end_effector': array([-1.92419609,  0.05850863]), 'dist_end_effector': -0.0957574668721507, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031288, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00587982,  0.00324938]), 'dist_end_effector': -0.006717946847759817, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.63306294,  0.58373896]), 'dist_end_effector': -0.8611154762078245, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877858, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877277, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877215, 'collision': False}
{'pos_end_effector': array([-2.00587982,  0.00324938]), 'dist_end_effector': -0.006717946847759817, 'collision': False}
{'pos_end_effector': array([-1.99617919, -0.00977632]), 'dist_end_effector': -0.010496431131583318, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.99625716,  0.00900769]), 'dist_end_effector': -0.009754343041851939, 'collision': False}
{'pos_end_effector': array([-2.000831  , -0.00278414]), 'dist_end_effector': -0.0029055127936481887, 'collision': False}
{'pos_end_effector': array([-1.80671676,  0.13560862]), 'dist_end_effector': -0.2361103754367616, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031288, 'collision': False}
{'pos_end_effector': array([-1.98861572,  0.00862174]), 'dist_end_effector': -0.014280627006687842, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.01014615, -0.01084119]), 'dist_end_effector': -0.014848430619980653, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031288, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877277, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00587982,  0.00324938]), 'dist_end_effector': -0.006717946847759817, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98139644, -3.5281337 ]), 'dist_end_effector': -3.5281827511152883, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00321913,  0.01601313]), 'dist_end_effector': -0.016333494918019557, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031826, 'collision': False}
{'pos_end_effector': array([-2.00291337, -0.00608789]), 'dist_end_effector': -0.006749080447950793, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.97345627,  0.00917361]), 'dist_end_effector': -0.02808424050731779, 'collision': False}
{'pos_end_effector': array([-2.00054107, -0.00604315]), 'dist_end_effector': -0.006067325150031288, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.07933889, -1.29683627]), 'dist_end_effector': -1.5904091300612013, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-3.73268461,  0.2709349 ]), 'dist_end_effector': -1.7537393454965275, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
{'pos_end_effector': array([-1.98967342,  0.00693561]), 'dist_end_effector': -0.012439493586877522, 'collision': False}
