## Generation 0 
{'pos_end_effector': array([-1.99999976e+00,  1.92366895e-07]), 'dist_end_effector': -3.111991765269457e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91622948e-07]), 'dist_end_effector': -3.115368228078895e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91756727e-07]), 'dist_end_effector': -3.115161789306641e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92880824e-07]), 'dist_end_effector': -3.1139679741150313e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89639059e-07]), 'dist_end_effector': -3.110019198416272e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.91858575e-07]), 'dist_end_effector': -3.1077132634127033e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91119778e-07]), 'dist_end_effector': -3.1156167241314826e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93143864e-07]), 'dist_end_effector': -3.112848367338554e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91626652e-07]), 'dist_end_effector': -3.114493958657309e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91328154e-07]), 'dist_end_effector': -3.1119447438035506e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92984060e-07]), 'dist_end_effector': -3.1140959121077627e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93074085e-07]), 'dist_end_effector': -3.1140262468289473e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918430050064e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91626651e-07]), 'dist_end_effector': -3.1144939609199813e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93264355e-07]), 'dist_end_effector': -3.1150474697117146e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92959518e-07]), 'dist_end_effector': -3.114213033032621e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92462661e-07]), 'dist_end_effector': -3.1107821276980274e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92594388e-07]), 'dist_end_effector': -3.113595398879344e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91339010e-07]), 'dist_end_effector': -3.116051500300629e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92702668e-07]), 'dist_end_effector': -3.1159324733587554e-07, 'collision': False}
{'pos_end_effector': array([-2.30639885,  0.36548269]), 'dist_end_effector': -0.47692541847913167, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89639059e-07]), 'dist_end_effector': -3.110019198416272e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.03730412, -0.08627776]), 'dist_end_effector': -0.09399707133520223, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91626652e-07]), 'dist_end_effector': -3.114493958657309e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91011885e-07]), 'dist_end_effector': -3.1155346918233363e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93735768e-07]), 'dist_end_effector': -3.1121654232688956e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92282729e-07]), 'dist_end_effector': -3.115942552493572e-07, 'collision': False}
{'pos_end_effector': array([-1.91198186, -0.27115137]), 'dist_end_effector': -0.28507938986155085, 'collision': False}
{'pos_end_effector': array([-1.61714987,  0.12815399]), 'dist_end_effector': -0.4037296924601561, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999976e+00,  1.94543605e-07]), 'dist_end_effector': -3.1141642943940955e-07, 'collision': False}
{'pos_end_effector': array([-1.48654382, -1.05112091]), 'dist_end_effector': -1.1698258031269384, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92450942e-07]), 'dist_end_effector': -3.115246302969831e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92450942e-07]), 'dist_end_effector': -3.115246302969831e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95028230e-07]), 'dist_end_effector': -3.1138683461544645e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92984060e-07]), 'dist_end_effector': -3.1140959121077627e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92273573e-07]), 'dist_end_effector': -3.116276551162298e-07, 'collision': False}
{'pos_end_effector': array([-2.54101928,  0.34824573]), 'dist_end_effector': -0.6434104090389579, 'collision': False}
{'pos_end_effector': array([-1.82200221,  0.13713507]), 'dist_end_effector': -0.22469810626278314, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92388541e-07]), 'dist_end_effector': -3.115387294794017e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91600471e-07]), 'dist_end_effector': -3.112509445883211e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92276966e-07]), 'dist_end_effector': -3.1132815625013974e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92450942e-07]), 'dist_end_effector': -3.115246302969831e-07, 'collision': False}
{'pos_end_effector': array([-2.66319356, -0.39319176]), 'dist_end_effector': -0.7709899213443819, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92382305e-07]), 'dist_end_effector': -3.1213921077748935e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93049396e-07]), 'dist_end_effector': -3.115073238963237e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91810649e-07]), 'dist_end_effector': -3.114946618220552e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92984060e-07]), 'dist_end_effector': -3.1140959121077627e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91895844e-07]), 'dist_end_effector': -3.11372844438591e-07, 'collision': False}
{'pos_end_effector': array([-1.86303593, -0.19057745]), 'dist_end_effector': -0.23468898719523984, 'collision': False}
{'pos_end_effector': array([-1.81438391, -0.13642046]), 'dist_end_effector': -0.2303559714180864, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91626652e-07]), 'dist_end_effector': -3.114493958657309e-07, 'collision': False}
{'pos_end_effector': array([-2.26467318,  0.49232508]), 'dist_end_effector': -0.5589596399805932, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91825683e-07]), 'dist_end_effector': -3.112650586951668e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.91638682e-07]), 'dist_end_effector': -3.109333887896822e-07, 'collision': False}
## Generation 73 
{'pos_end_effector': array([-1.99999976e+00,  1.91951928e-07]), 'dist_end_effector': -3.1119479715461624e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999976e+00,  1.92722724e-07]), 'dist_end_effector': -3.1086598545226956e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92313506e-07]), 'dist_end_effector': -3.1121386828385656e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89639059e-07]), 'dist_end_effector': -3.110019198416272e-07, 'collision': False}
{'pos_end_effector': array([-2.80279965, -0.27837307]), 'dist_end_effector': -0.8496933834621571, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92743551e-07]), 'dist_end_effector': -3.1073975954509997e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91328154e-07]), 'dist_end_effector': -3.1119447438035506e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99324111,  0.00577211]), 'dist_end_effector': -0.008888184730218945, 'collision': False}
{'pos_end_effector': array([-3.34611612, -2.40761763]), 'dist_end_effector': -2.7583783726660838, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92448373e-07]), 'dist_end_effector': -3.113330545109688e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91484489e-07]), 'dist_end_effector': -3.111558177931919e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.94940585e-07]), 'dist_end_effector': -3.127365578914199e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90878771e-07]), 'dist_end_effector': -3.115615289165522e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91328154e-07]), 'dist_end_effector': -3.1119447438035506e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.90230009e-07]), 'dist_end_effector': -3.1013928669318635e-07, 'collision': False}
{'pos_end_effector': array([-3.21164291, -0.60525606]), 'dist_end_effector': -1.3544052008659018, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93582966e-07]), 'dist_end_effector': -3.1163829573916146e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90197166e-07]), 'dist_end_effector': -3.107821601000719e-07, 'collision': False}
{'pos_end_effector': array([-2.08349807,  0.07258227]), 'dist_end_effector': -0.11063504703774907, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92310416e-07]), 'dist_end_effector': -3.1125447336798924e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90301962e-07]), 'dist_end_effector': -3.107852382296326e-07, 'collision': False}
{'pos_end_effector': array([-1.9698293 ,  0.00348841]), 'dist_end_effector': -0.030371699536380026, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90141065e-07]), 'dist_end_effector': -3.1136083082951524e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918430050064e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90257728e-07]), 'dist_end_effector': -3.111792149566956e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92928067e-07]), 'dist_end_effector': -3.103875042435413e-07, 'collision': False}
{'pos_end_effector': array([-1.08671254, -0.03836063]), 'dist_end_effector': -0.9140927347468747, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918430050064e-07, 'collision': False}
{'pos_end_effector': array([-1.37506068,  0.37314409]), 'dist_end_effector': -0.727863763732544, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95028230e-07]), 'dist_end_effector': -3.1138683461544645e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89886507e-07]), 'dist_end_effector': -3.10194792669519e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90151263e-07]), 'dist_end_effector': -3.115022707862397e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918430050064e-07, 'collision': False}
{'pos_end_effector': array([-2.29321745,  0.31936975]), 'dist_end_effector': -0.43355911710319317, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92029298e-07]), 'dist_end_effector': -3.1218406258118805e-07, 'collision': False}
{'pos_end_effector': array([-1.98765457, -1.36107026]), 'dist_end_effector': -1.3611262497905263, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93974201e-07]), 'dist_end_effector': -3.1218569706653047e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92329682e-07]), 'dist_end_effector': -3.1166594700209455e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.85681665,  0.11259751]), 'dist_end_effector': -0.18215288371385024, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999976e+00,  1.92366895e-07]), 'dist_end_effector': -3.111991765269457e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92487186e-07]), 'dist_end_effector': -3.11415892009649e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92593643e-07]), 'dist_end_effector': -3.1128596052523606e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92084500e-07]), 'dist_end_effector': -3.113410349943552e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91767089e-07]), 'dist_end_effector': -3.111511297109002e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93267098e-07]), 'dist_end_effector': -3.1094763452238143e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89837908e-07]), 'dist_end_effector': -3.1123719075980533e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89639059e-07]), 'dist_end_effector': -3.110019198416272e-07, 'collision': False}
{'pos_end_effector': array([-2.70458653, -1.19739615]), 'dist_end_effector': -1.3893162765448666, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.91609345e-07]), 'dist_end_effector': -3.110236496339225e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.90942769e-07]), 'dist_end_effector': -3.1007979707115584e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918430050064e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89639059e-07]), 'dist_end_effector': -3.110019198416272e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91552394e-07]), 'dist_end_effector': -3.112497190951622e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90166946e-07]), 'dist_end_effector': -3.1102265780160593e-07, 'collision': False}
{'pos_end_effector': array([-1.14905566, -0.07659146]), 'dist_end_effector': -0.8543842908750969, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93143864e-07]), 'dist_end_effector': -3.112848367338554e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918430050064e-07, 'collision': False}
{'pos_end_effector': array([-1.47118276, -2.3351967 ]), 'dist_end_effector': -2.3943248142577156, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89639059e-07]), 'dist_end_effector': -3.110019198416272e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93578429e-07]), 'dist_end_effector': -3.1163776159384313e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999976e+00,  1.91781700e-07]), 'dist_end_effector': -3.107476707204929e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92984060e-07]), 'dist_end_effector': -3.1140959121077627e-07, 'collision': False}
{'pos_end_effector': array([-2.16584322,  0.13622988]), 'dist_end_effector': -0.2146218847776498, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92438193e-07]), 'dist_end_effector': -3.113943455423236e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89124753e-07]), 'dist_end_effector': -3.1030473630305e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92242676e-07]), 'dist_end_effector': -3.1111949492697794e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92116213e-07]), 'dist_end_effector': -3.1020706013828326e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.94474943e-07]), 'dist_end_effector': -3.1090895580150253e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91600471e-07]), 'dist_end_effector': -3.112509445883211e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91583925e-07]), 'dist_end_effector': -3.114008192524531e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92256669e-07]), 'dist_end_effector': -3.111906994490259e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.94677631e-07]), 'dist_end_effector': -3.114434122973968e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91558927e-07]), 'dist_end_effector': -3.1127517628527084e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91808939e-07]), 'dist_end_effector': -3.1138311485670643e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918430050064e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90726310e-07]), 'dist_end_effector': -3.109147819113127e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91613690e-07]), 'dist_end_effector': -3.1145449973624486e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90906075e-07]), 'dist_end_effector': -3.124887667813925e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91895844e-07]), 'dist_end_effector': -3.11372844438591e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93267098e-07]), 'dist_end_effector': -3.1094763452238143e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92845227e-07]), 'dist_end_effector': -3.113652794688407e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91511330e-07]), 'dist_end_effector': -3.110306000151385e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.94016764e-07]), 'dist_end_effector': -3.111513790258037e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90747547e-07]), 'dist_end_effector': -3.116638094732211e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93165466e-07]), 'dist_end_effector': -3.110749296388561e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813463300422e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89639059e-07]), 'dist_end_effector': -3.110019198416272e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89939615e-07]), 'dist_end_effector': -3.111159474095582e-07, 'collision': False}
{'pos_end_effector': array([-2.45963955,  0.31165627]), 'dist_end_effector': -0.5553360654181916, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91328154e-07]), 'dist_end_effector': -3.1119447438035506e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92069698e-07]), 'dist_end_effector': -3.107694207716788e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92543578e-07]), 'dist_end_effector': -3.1079799875862727e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92811372e-07]), 'dist_end_effector': -3.1125448388390217e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92438193e-07]), 'dist_end_effector': -3.113943455423236e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91583925e-07]), 'dist_end_effector': -3.114008192524531e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471563e-07]), 'dist_end_effector': -3.11181347440059e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90593101e-07]), 'dist_end_effector': -3.1106723751342497e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92563038e-07]), 'dist_end_effector': -3.1146035821363964e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90208152e-07]), 'dist_end_effector': -3.109132779073035e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92135949e-07]), 'dist_end_effector': -3.1139507508550027e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90937199e-07]), 'dist_end_effector': -3.111631411439913e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92792307e-07]), 'dist_end_effector': -3.113132428179031e-07, 'collision': False}
{'pos_end_effector': array([-1.98255645, -0.03741395]), 'dist_end_effector': -0.04128052311467942, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.94091993e-07]), 'dist_end_effector': -3.1141217959887254e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89639058e-07]), 'dist_end_effector': -3.1100191942869655e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92679634e-07]), 'dist_end_effector': -3.1129214343739577e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92530350e-07]), 'dist_end_effector': -3.1139372542274435e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91825683e-07]), 'dist_end_effector': -3.112650586951668e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918430050064e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92276966e-07]), 'dist_end_effector': -3.1132815625013974e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95122890e-07]), 'dist_end_effector': -3.1137918443875627e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93151451e-07]), 'dist_end_effector': -3.108487890763269e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90288249e-07]), 'dist_end_effector': -3.1128968277365257e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.92058845e-07]), 'dist_end_effector': -3.113916141505723e-07, 'collision': False}
{'pos_end_effector': array([-2.10849372, -0.0997166 ]), 'dist_end_effector': -0.14735768572353825, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90666908e-07]), 'dist_end_effector': -3.114294630520563e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.88917284e-07]), 'dist_end_effector': -3.102452209016931e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95919815e-07]), 'dist_end_effector': -3.1138194916502494e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92438193e-07]), 'dist_end_effector': -3.113943455423236e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91333145e-07]), 'dist_end_effector': -3.109522723253904e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91471562e-07]), 'dist_end_effector': -3.111813472436286e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999976e+00,  1.92530350e-07]), 'dist_end_effector': -3.1139372542274435e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91083350e-07]), 'dist_end_effector': -3.107206589275257e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93267098e-07]), 'dist_end_effector': -3.1094763452238143e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89939615e-07]), 'dist_end_effector': -3.111159474095582e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92983176e-07]), 'dist_end_effector': -3.109566715094578e-07, 'collision': False}
{'pos_end_effector': array([-1.48953148, -1.0392144 ]), 'dist_end_effector': -1.1578189271392667, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91154624e-07]), 'dist_end_effector': -3.1106965552120125e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91996442e-07]), 'dist_end_effector': -3.117651625142665e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.91455348e-07]), 'dist_end_effector': -3.1190404616419807e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999976e+00,  1.95919815e-07]), 'dist_end_effector': -3.1138194916502494e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92554697e-07]), 'dist_end_effector': -3.1138931166347913e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999975e+00,  1.90197166e-07]), 'dist_end_effector': -3.107821601000719e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89933650e-07]), 'dist_end_effector': -3.1112648965323443e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.89939615e-07]), 'dist_end_effector': -3.111159474095582e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.93267098e-07]), 'dist_end_effector': -3.1094763452238143e-07, 'collision': False}
{'pos_end_effector': array([-3.41357388,  0.48859914]), 'dist_end_effector': -1.4956337237406592, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.95919815e-07]), 'dist_end_effector': -3.1138194916502494e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  1.92927981e-07]), 'dist_end_effector': -3.107123766565892e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  1.90612540e-07]), 'dist_end_effector': -3.1083938461817993e-07, 'collision': False}
