## Generation 0 
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-0.49435515,  0.50621401]), 'dist_end_effector': -1.5884643669653853, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99998552e-01,  3.62284716e-04]), 'dist_end_effector': -1.0000015132981956, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.84698895,  0.21923994]), 'dist_end_effector': -1.1736697286253337, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.54953863,  0.46311619]), 'dist_end_effector': -1.522601321727588, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-1.32797315, -1.08588097]), 'dist_end_effector': -1.277011183674961, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.000000280274312, 'collision': False}
{'pos_end_effector': array([-9.99982033e-01,  4.15315210e-04]), 'dist_end_effector': -1.000018053039721, 'collision': False}
{'pos_end_effector': array([-9.99975715e-01,  4.33561834e-04]), 'dist_end_effector': -1.0000243793839239, 'collision': False}
{'pos_end_effector': array([-9.99998023e-01,  3.11265195e-04]), 'dist_end_effector': -1.0000020249600872, 'collision': False}
{'pos_end_effector': array([-0.36749576,  0.37816529]), 'dist_end_effector': -1.6757323958983688, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99981867e-01,  3.62990348e-04]), 'dist_end_effector': -1.0000181987403378, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.99786018, -0.04309063]), 'dist_end_effector': -1.003065806684232, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-1.84118145, -1.09380906]), 'dist_end_effector': -1.1052789699541874, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999297e-01,  1.13868220e-04]), 'dist_end_effector': -1.0000007091154768, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99996605e-01,  4.17285827e-04]), 'dist_end_effector': -1.0000034822345722, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-1.34528514, -3.23567367]), 'dist_end_effector': -3.301247587264911, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.31316918,  0.78640284]), 'dist_end_effector': -1.8611361133514506, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.45526151, 0.96385079]), 'dist_end_effector': -2.637672731256838, 'collision': False}
{'pos_end_effector': array([-9.99997971e-01,  4.00676265e-04]), 'dist_end_effector': -1.000002109176337, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-1.47889853, -1.12044239]), 'dist_end_effector': -1.2356932860336662, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999731e-01,  1.31906245e-04]), 'dist_end_effector': -1.000000277558269, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.000000280274312, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.000000280274312, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999136e-01,  3.73031204e-04]), 'dist_end_effector': -1.000000934071725, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99996697e-01,  3.52081350e-04]), 'dist_end_effector': -1.000003364726842, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.62640414,  0.15809164]), 'dist_end_effector': -1.3826635750628562, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.99463163, -0.1034781 ]), 'dist_end_effector': -1.0106796135460105, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743126, 'collision': False}
{'pos_end_effector': array([-9.99999842e-01,  2.28200630e-05]), 'dist_end_effector': -1.0000001584211022, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743126, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.24800419,  0.50190543]), 'dist_end_effector': -1.8224704079266087, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.000000280274312, 'collision': False}
{'pos_end_effector': array([-9.99999865e-01,  3.71638691e-04]), 'dist_end_effector': -1.0000002036966067, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-0.97450017,  0.11468481]), 'dist_end_effector': -1.031892678183521, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.99903777,  0.04385803]), 'dist_end_effector': -1.001922612544285, 'collision': False}
{'pos_end_effector': array([-9.99999842e-01,  2.28200630e-05]), 'dist_end_effector': -1.0000001584211022, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-0.7405261 ,  0.29405635]), 'dist_end_effector': -1.293345910941656, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99969374e-01,  4.13737366e-04]), 'dist_end_effector': -1.0000307115441602, 'collision': False}
{'pos_end_effector': array([-9.99997450e-01,  4.08049176e-04]), 'dist_end_effector': -1.000002633181467, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743115, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363406, 'collision': False}
{'pos_end_effector': array([-9.99999829e-01,  3.47945916e-04]), 'dist_end_effector': -1.0000002314933607, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.9980033 , -0.06316023]), 'dist_end_effector': -1.0039853635056195, 'collision': False}
{'pos_end_effector': array([-9.99999866e-01,  9.30370352e-05]), 'dist_end_effector': -1.000000138096699, 'collision': False}
{'pos_end_effector': array([-1.47845976, -2.80189957]), 'dist_end_effector': -2.8500255171501276, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999731e-01,  1.31906245e-04]), 'dist_end_effector': -1.000000277558269, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99998527e-01,  1.19901148e-04]), 'dist_end_effector': -1.0000014797484515, 'collision': False}
