## Generation 0 
{'pos_end_effector': array([ 0.34589439, -1.13021019]), 'dist_end_effector': -2.603957667666854, 'collision': False}
{'pos_end_effector': array([2.57524322, 2.86381838]), 'dist_end_effector': -5.3976204211709415, 'collision': False}
{'pos_end_effector': array([-0.76587161, -3.39032206]), 'dist_end_effector': -3.6079573919093706, 'collision': False}
{'pos_end_effector': array([0.28702707, 1.02630725]), 'dist_end_effector': -2.506750766869349, 'collision': False}
{'pos_end_effector': array([ 2.62153845, -0.01971008]), 'dist_end_effector': -4.621580483396463, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.35306408, -1.61137012]), 'dist_end_effector': -2.304107549732158, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.2367429 , -3.21349345]), 'dist_end_effector': -3.665462555223024, 'collision': False}
{'pos_end_effector': array([-4.53230268,  2.83793691]), 'dist_end_effector': -3.8034777256237873, 'collision': False}
{'pos_end_effector': array([2.41740356, 2.64169466]), 'dist_end_effector': -5.1470384528269015, 'collision': False}
{'pos_end_effector': array([-2.00441506,  2.85968558]), 'dist_end_effector': -2.8596889857188272, 'collision': False}
{'pos_end_effector': array([4.14418521, 1.29848164]), 'dist_end_effector': -6.279893823713073, 'collision': False}
{'pos_end_effector': array([ 0.34044949, -1.13186224]), 'dist_end_effector': -2.599772290955051, 'collision': False}
{'pos_end_effector': array([1.97892166, 1.70763502]), 'dist_end_effector': -4.329877014793928, 'collision': False}
