## Generation 0 
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.96345625, -0.14653974]), 'dist_end_effector': -1.0468509178502314, 'collision': False}
{'pos_end_effector': array([3.66358239, 1.33920536]), 'dist_end_effector': -5.819762576086484, 'collision': False}
{'pos_end_effector': array([-0.90869795,  0.67263563]), 'dist_end_effector': -1.2819433863536056, 'collision': False}
{'pos_end_effector': array([1.99505248, 0.11997323]), 'dist_end_effector': -3.996853503904874, 'collision': False}
{'pos_end_effector': array([-0.73752146,  0.26149802]), 'dist_end_effector': -1.2892762633582757, 'collision': False}
{'pos_end_effector': array([-0.80017702,  0.1828424 ]), 'dist_end_effector': -1.213674803205546, 'collision': False}
{'pos_end_effector': array([-0.97440072,  0.17046558]), 'dist_end_effector': -1.0396693710528238, 'collision': False}
{'pos_end_effector': array([-0.4065353 ,  0.06353025]), 'dist_end_effector': -1.5947306473568026, 'collision': False}
{'pos_end_effector': array([-0.9099681 ,  0.11977159]), 'dist_end_effector': -1.0965923431173474, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.9099681 ,  0.11977159]), 'dist_end_effector': -1.0965923431173474, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.63014303,  0.361759  ]), 'dist_end_effector': -1.4168195704014566, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.94036407, -0.53142552]), 'dist_end_effector': -1.185428776623374, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.48708639, 1.24104403]), 'dist_end_effector': -3.7013459444913956, 'collision': False}
{'pos_end_effector': array([-0.97685895, -0.00271891]), 'dist_end_effector': -1.0231446670247404, 'collision': False}
{'pos_end_effector': array([-0.97686041,  0.00212711]), 'dist_end_effector': -1.0231417976188046, 'collision': False}
{'pos_end_effector': array([-0.97611553, -0.01260454]), 'dist_end_effector': -1.0239620462569878, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([1.04191548, 2.83222082]), 'dist_end_effector': -4.156287354258716, 'collision': False}
{'pos_end_effector': array([-0.94018489,  0.13257827]), 'dist_end_effector': -1.0680754060423856, 'collision': False}
{'pos_end_effector': array([-0.85315104, -0.28002534]), 'dist_end_effector': -1.1805408617215243, 'collision': False}
{'pos_end_effector': array([-0.17150535, -0.95460707]), 'dist_end_effector': -2.0626844979842076, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.76229513, -2.0932031 ]), 'dist_end_effector': -2.106656790984617, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.91390815, -0.43112051]), 'dist_end_effector': -1.168529157995331, 'collision': False}
{'pos_end_effector': array([1.65971241, 0.85082527]), 'dist_end_effector': -3.757312678204266, 'collision': False}
{'pos_end_effector': array([-0.86743172,  0.08579827]), 'dist_end_effector': -1.135813474328287, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([ 1.06027584, -1.77921752]), 'dist_end_effector': -3.539901583488413, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983045, 'collision': False}
{'pos_end_effector': array([-0.91455893,  0.19858946]), 'dist_end_effector': -1.1034582437050169, 'collision': False}
{'pos_end_effector': array([-0.97812772,  0.02474766]), 'dist_end_effector': -1.0221719049856521, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([ 3.24546502, -1.58374551]), 'dist_end_effector': -5.479338750978877, 'collision': False}
{'pos_end_effector': array([-0.77377464,  0.22059153]), 'dist_end_effector': -1.24590900912312, 'collision': False}
{'pos_end_effector': array([-0.87533587, -0.1954632 ]), 'dist_end_effector': -1.141523221505105, 'collision': False}
{'pos_end_effector': array([-0.9126027 , -0.57780099]), 'dist_end_effector': -1.23137600909089, 'collision': False}
{'pos_end_effector': array([-0.9768242 ,  0.00867629]), 'dist_end_effector': -1.0232125876486993, 'collision': False}
{'pos_end_effector': array([-0.97684016,  0.00663983]), 'dist_end_effector': -1.0231813810542627, 'collision': False}
{'pos_end_effector': array([-0.87533587, -0.1954632 ]), 'dist_end_effector': -1.141523221505105, 'collision': False}
{'pos_end_effector': array([-0.89521474,  0.46940775]), 'dist_end_effector': -1.200372484091198, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983054, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.29932691, -1.32810436]), 'dist_end_effector': -6.4378086921058815, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([1.24438409, 0.29199829]), 'dist_end_effector': -3.257497679942891, 'collision': False}
{'pos_end_effector': array([-0.48881455,  0.69314949]), 'dist_end_effector': -1.6625695994891332, 'collision': False}
{'pos_end_effector': array([-0.80017702,  0.1828424 ]), 'dist_end_effector': -1.213674803205546, 'collision': False}
{'pos_end_effector': array([-0.97684704,  0.00553594]), 'dist_end_effector': -1.0231679333942119, 'collision': False}
{'pos_end_effector': array([ 1.39911549, -0.69556259]), 'dist_end_effector': -3.469552335719626, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.89953111,  0.08969761]), 'dist_end_effector': -1.1041184019788395, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.97685054,  0.00488075]), 'dist_end_effector': -1.0231611049530815, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.981917  ,  0.11980938]), 'dist_end_effector': -1.025108428756276, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.80017702,  0.1828424 ]), 'dist_end_effector': -1.213674803205546, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.9497444 ,  0.10370009]), 'dist_end_effector': -1.0553627473240699, 'collision': False}
{'pos_end_effector': array([-0.9768242 ,  0.00867629]), 'dist_end_effector': -1.0232125876486993, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([0.19874418, 1.42419223]), 'dist_end_effector': -2.6196945358761137, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.62077928, -0.97362861]), 'dist_end_effector': -1.6882542611221354, 'collision': False}
{'pos_end_effector': array([-0.9099681 ,  0.11977159]), 'dist_end_effector': -1.0965923431173474, 'collision': False}
{'pos_end_effector': array([-0.981917  ,  0.11980938]), 'dist_end_effector': -1.025108428756276, 'collision': False}
{'pos_end_effector': array([-0.97749323, -0.00593917]), 'dist_end_effector': -1.0225240207462822, 'collision': False}
{'pos_end_effector': array([-0.83504401,  0.2096734 ]), 'dist_end_effector': -1.1836745321390387, 'collision': False}
{'pos_end_effector': array([-0.9768242 ,  0.00867629]), 'dist_end_effector': -1.0232125876486993, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.96423679, -0.1243637 ]), 'dist_end_effector': -1.0432026399118945, 'collision': False}
{'pos_end_effector': array([-0.97683105,  0.00786772]), 'dist_end_effector': -1.0231992039218032, 'collision': False}
{'pos_end_effector': array([ 4.79660514, -1.48997824]), 'dist_end_effector': -6.95800809438756, 'collision': False}
{'pos_end_effector': array([-0.89521474,  0.46940775]), 'dist_end_effector': -1.200372484091198, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97682896,  0.00812192]), 'dist_end_effector': -1.0232032704958054, 'collision': False}
{'pos_end_effector': array([-0.95002151, -1.06028215]), 'dist_end_effector': -1.4921973912415898, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.82642668, -0.2280415 ]), 'dist_end_effector': -1.1955238480838264, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-1.61719741, -1.50931318]), 'dist_end_effector': -1.5571011827082502, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([ 0.16379854, -0.13035367]), 'dist_end_effector': -2.167721429393399, 'collision': False}
{'pos_end_effector': array([-0.97715945, -0.00569385]), 'dist_end_effector': -1.02285640100146, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-2.52175145, -1.07085732]), 'dist_end_effector': -1.191201060887683, 'collision': False}
{'pos_end_effector': array([-0.96509392,  0.04957358]), 'dist_end_effector': -1.0360927226900447, 'collision': False}
{'pos_end_effector': array([-0.45486472,  0.90109778]), 'dist_end_effector': -1.7886923243807022, 'collision': False}
{'pos_end_effector': array([-0.96761391,  0.07779281]), 'dist_end_effector': -1.0353128815435422, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.57085149,  1.18429876]), 'dist_end_effector': -1.856078938147594, 'collision': False}
{'pos_end_effector': array([-0.82400666,  0.36424685]), 'dist_end_effector': -1.2311117309845976, 'collision': False}
{'pos_end_effector': array([-0.94036407, -0.53142552]), 'dist_end_effector': -1.185428776623374, 'collision': False}
{'pos_end_effector': array([-0.97685849, -0.00287721]), 'dist_end_effector': -1.0231455533290843, 'collision': False}
{'pos_end_effector': array([ 1.18366119, -3.27229555]), 'dist_end_effector': -4.565480998505681, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.94036407, -0.53142552]), 'dist_end_effector': -1.185428776623374, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97891501, -0.02390593]), 'dist_end_effector': -1.0213647934643004, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.9866305 , -0.12645684]), 'dist_end_effector': -1.0212292029400267, 'collision': False}
{'pos_end_effector': array([-0.94036407, -0.53142552]), 'dist_end_effector': -1.185428776623374, 'collision': False}
{'pos_end_effector': array([-0.94261669, -0.5274196 ]), 'dist_end_effector': -1.181622149293585, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([2.02388966, 1.91114257]), 'dist_end_effector': -4.454677758314666, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.90033837,  0.088771  ]), 'dist_end_effector': -1.1032388686709942, 'collision': False}
{'pos_end_effector': array([-0.97669786,  0.01794687]), 'dist_end_effector': -1.0234595098630446, 'collision': False}
{'pos_end_effector': array([-3.39451691, -1.47597684]), 'dist_end_effector': -2.03056273754799, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983054, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([ 4.11551345, -1.12803236]), 'dist_end_effector': -6.218678457681783, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.32836892, -1.479647  ]), 'dist_end_effector': -1.515645537085848, 'collision': False}
{'pos_end_effector': array([-0.9508293 , -0.34384237]), 'dist_end_effector': -1.104077321896817, 'collision': False}
{'pos_end_effector': array([0.96699296, 0.96990017]), 'dist_end_effector': -3.1214986034456436, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983045, 'collision': False}
{'pos_end_effector': array([-0.90710197,  0.17148088]), 'dist_end_effector': -1.1062693182309424, 'collision': False}
{'pos_end_effector': array([ 2.67675507, -4.00247915]), 'dist_end_effector': -6.155637852893205, 'collision': False}
{'pos_end_effector': array([ 0.54520171, -3.67952206]), 'dist_end_effector': -4.474028870505958, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.86743172,  0.08579827]), 'dist_end_effector': -1.135813474328287, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.91455893,  0.19858946]), 'dist_end_effector': -1.1034582437050169, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.88516873,  0.32391901]), 'dist_end_effector': -1.1609359545799423, 'collision': False}
{'pos_end_effector': array([ 6.11091782, -2.43037339]), 'dist_end_effector': -8.467213399817215, 'collision': False}
{'pos_end_effector': array([-0.94036407, -0.53142552]), 'dist_end_effector': -1.185428776623374, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.9612724 ,  0.23183079]), 'dist_end_effector': -1.0642840532508215, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97686218,  0.00103414]), 'dist_end_effector': -1.0231383406167391, 'collision': False}
{'pos_end_effector': array([-0.24675218,  0.66652387]), 'dist_end_effector': -1.87566841153615, 'collision': False}
{'pos_end_effector': array([-0.96110367, -0.50077376]), 'dist_end_effector': -1.1532909223316103, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.98193555,  0.12172365]), 'dist_end_effector': -1.0253155011772932, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.86082177,  0.18129773]), 'dist_end_effector': -1.153514583972465, 'collision': False}
{'pos_end_effector': array([-0.97685699, -0.0033491 ]), 'dist_end_effector': -1.0231484930074828, 'collision': False}
{'pos_end_effector': array([3.22347279, 0.06624458]), 'dist_end_effector': -5.223892830204091, 'collision': False}
{'pos_end_effector': array([-0.95229816, -0.37910783]), 'dist_end_effector': -1.1141821683836304, 'collision': False}
{'pos_end_effector': array([-0.81824062, -0.15448265]), 'dist_end_effector': -1.1918137946099352, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-2.52175145, -1.07085732]), 'dist_end_effector': -1.191201060887683, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([ 4.04413704, -3.52740807]), 'dist_end_effector': -6.998156916426895, 'collision': False}
{'pos_end_effector': array([-0.94853313,  0.05588008]), 'dist_end_effector': -1.0529506923161425, 'collision': False}
{'pos_end_effector': array([-0.96836489,  0.05145822]), 'dist_end_effector': -1.03291768844764, 'collision': False}
{'pos_end_effector': array([-0.89521474,  0.46940775]), 'dist_end_effector': -1.200372484091198, 'collision': False}
{'pos_end_effector': array([-0.74692086,  0.44238874]), 'dist_end_effector': -1.3288773893137191, 'collision': False}
{'pos_end_effector': array([-0.81824062, -0.15448265]), 'dist_end_effector': -1.1918137946099352, 'collision': False}
{'pos_end_effector': array([-2.52175145, -1.07085732]), 'dist_end_effector': -1.191201060887683, 'collision': False}
{'pos_end_effector': array([-0.94036407, -0.53142552]), 'dist_end_effector': -1.185428776623374, 'collision': False}
{'pos_end_effector': array([-0.91689583,  0.19310395]), 'dist_end_effector': -1.100183517181903, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.9618554 , -1.31514512]), 'dist_end_effector': -1.675515112835603, 'collision': False}
{'pos_end_effector': array([-0.94800102,  0.0527461 ]), 'dist_end_effector': -1.0533204668837972, 'collision': False}
{'pos_end_effector': array([-0.94036407, -0.53142552]), 'dist_end_effector': -1.185428776623374, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([3.89415842, 0.74901687]), 'dist_end_effector': -5.941559535032032, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([ 1.13661889, -2.37256724]), 'dist_end_effector': -3.932868334991768, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([1.33486938, 0.97008634]), 'dist_end_effector': -3.473099667243941, 'collision': False}
{'pos_end_effector': array([-0.99411413, -0.13913563]), 'dist_end_effector': -1.0154630027172886, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983063, 'collision': False}
{'pos_end_effector': array([-0.94800102,  0.0527461 ]), 'dist_end_effector': -1.0533204668837972, 'collision': False}
## Generation 11 
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.56032593, -1.07892879]), 'dist_end_effector': -1.7990966512619107, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([0.46314897, 0.89269584]), 'dist_end_effector': -2.619925328810007, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97828453, -0.01722486]), 'dist_end_effector': -1.0218606534487076, 'collision': False}
{'pos_end_effector': array([-0.99396675, -0.13660814]), 'dist_end_effector': -1.0152658185816739, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983054, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983045, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.9866305 , -0.12645684]), 'dist_end_effector': -1.0212292029400267, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983045, 'collision': False}
{'pos_end_effector': array([-0.98466793, -0.04770659]), 'dist_end_effector': -1.0164522282321256, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983054, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.97715945, -0.00569385]), 'dist_end_effector': -1.02285640100146, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983054, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.71090271,  0.54893973]), 'dist_end_effector': -1.4011090809290074, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.98900813, -0.40785766]), 'dist_end_effector': -1.0901616587775393, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983054, 'collision': False}
{'pos_end_effector': array([-2.31915979, -1.85111635]), 'dist_end_effector': -1.8784287922900498, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983058, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.98540261, -0.01337572]), 'dist_end_effector': -1.014685550201521, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.99411413, -0.13913563]), 'dist_end_effector': -1.0154630027172886, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-2.40991904, -3.2271755 ]), 'dist_end_effector': -3.253105492393872, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.99448718, -0.14610341]), 'dist_end_effector': -1.0160719611936682, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
{'pos_end_effector': array([-0.98939272, -0.08361862]), 'dist_end_effector': -1.0140607238849524, 'collision': False}
{'pos_end_effector': array([-0.97685902, -0.00269335]), 'dist_end_effector': -1.0231445285983056, 'collision': False}
