## Generation 0 
{'pos_end_effector': array([-1.73955789, -0.57823899]), 'dist_end_effector': -0.6341848481100012, 'collision': False}
{'pos_end_effector': array([-1.98145919,  0.00285815]), 'dist_end_effector': -0.018759817041948002, 'collision': False}
{'pos_end_effector': array([-1.99917055,  0.00498783]), 'dist_end_effector': -0.005056325028184837, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.71403005,  0.01695325]), 'dist_end_effector': -0.28647203231361296, 'collision': False}
{'pos_end_effector': array([-1.98327141,  0.00842746]), 'dist_end_effector': -0.018731465707005766, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.61327322, -0.13301622]), 'dist_end_effector': -0.40896322280624875, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.97919791, -0.01202915]), 'dist_end_effector': -0.02402972222662203, 'collision': False}
{'pos_end_effector': array([-2.17008701, -0.09375903]), 'dist_end_effector': -0.19421726555208355, 'collision': False}
{'pos_end_effector': array([-1.99148689,  0.00212438]), 'dist_end_effector': -0.008774173028640118, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.01626906146226897, 'collision': False}
{'pos_end_effector': array([-2.36712004,  0.33146805]), 'dist_end_effector': -0.49461923965624194, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.02427951,  0.01608867]), 'dist_end_effector': -0.029126272988778297, 'collision': False}
{'pos_end_effector': array([-2.01178185,  0.01620391]), 'dist_end_effector': -0.020034434966430488, 'collision': False}
{'pos_end_effector': array([-2.00388238,  0.01533986]), 'dist_end_effector': -0.015823536623429967, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.56356925,  0.59331872]), 'dist_end_effector': -0.8183137516442553, 'collision': False}
{'pos_end_effector': array([-2.15267232,  0.1732011 ]), 'dist_end_effector': -0.23088408084751064, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.99836393,  0.00213817]), 'dist_end_effector': -0.002692307385344583, 'collision': False}
{'pos_end_effector': array([-1.99117528,  0.01232715]), 'dist_end_effector': -0.015160288060137644, 'collision': False}
{'pos_end_effector': array([-1.80640088, -0.09489307]), 'dist_end_effector': -0.21560453624940223, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.9885897,  0.0059356]), 'dist_end_effector': -0.012861815375102626, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-2.19379161,  0.07594271]), 'dist_end_effector': -0.20814053892465523, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98906662,  0.01503362]), 'dist_end_effector': -0.018588930051541115, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-2.19473923,  0.55899801]), 'dist_end_effector': -0.5919477508387339, 'collision': False}
{'pos_end_effector': array([-2.00964104,  0.01622468]), 'dist_end_effector': -0.018872994770629162, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.48831138,  0.08327775]), 'dist_end_effector': -0.4953616684096396, 'collision': False}
{'pos_end_effector': array([-2.00308977,  0.01527248]), 'dist_end_effector': -0.015581892878009419, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00964104,  0.01622468]), 'dist_end_effector': -0.018872994770629162, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.38884044, -0.24246887]), 'dist_end_effector': -0.4582445186637881, 'collision': False}
{'pos_end_effector': array([-2.29546985,  0.04960321]), 'dist_end_effector': -0.2996045952062014, 'collision': False}
{'pos_end_effector': array([-1.97350984,  0.20243962]), 'dist_end_effector': -0.2041654432448093, 'collision': False}
{'pos_end_effector': array([-2.01329347,  0.00248243]), 'dist_end_effector': -0.013523273722793126, 'collision': False}
{'pos_end_effector': array([-1.98340278, -0.002736  ]), 'dist_end_effector': -0.016821218690133966, 'collision': False}
{'pos_end_effector': array([-2.00102294,  0.02735556]), 'dist_end_effector': -0.027374675595937915, 'collision': False}
{'pos_end_effector': array([-2.00999898, -0.00304636]), 'dist_end_effector': -0.010452745558827152, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462269054, 'collision': False}
{'pos_end_effector': array([-2.06977599, -0.11577193]), 'dist_end_effector': -0.13517332639685198, 'collision': False}
{'pos_end_effector': array([-2.01403843e+00, -1.67542682e-03]), 'dist_end_effector': -0.014138049517423883, 'collision': False}
{'pos_end_effector': array([-5.57682672, -2.02607358]), 'dist_end_effector': -4.110798401183905, 'collision': False}
{'pos_end_effector': array([-1.99761487,  0.00803253]), 'dist_end_effector': -0.008379166469132032, 'collision': False}
{'pos_end_effector': array([-1.99924763,  0.01290293]), 'dist_end_effector': -0.012924842241892357, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.00119871, -0.00669816]), 'dist_end_effector': -0.006804578045197451, 'collision': False}
{'pos_end_effector': array([-2.32271653,  0.48766795]), 'dist_end_effector': -0.5847785865104013, 'collision': False}
{'pos_end_effector': array([-2.01329347,  0.00248243]), 'dist_end_effector': -0.013523273722793126, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.38962071,  0.43924644]), 'dist_end_effector': -0.5871471089862235, 'collision': False}
{'pos_end_effector': array([-1.9919724 ,  0.01633376]), 'dist_end_effector': -0.018199833260196183, 'collision': False}
{'pos_end_effector': array([-2.85228832, -1.97489522]), 'dist_end_effector': -2.1509547901352444, 'collision': False}
{'pos_end_effector': array([-1.99610684, -0.01969681]), 'dist_end_effector': -0.020077876146514902, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99072399, -0.02053424]), 'dist_end_effector': -0.0225321795291023, 'collision': False}
{'pos_end_effector': array([-2.34842789e+00, -1.68427934e-03]), 'dist_end_effector': -0.3484319614367426, 'collision': False}
{'pos_end_effector': array([-1.97443394,  0.06782584]), 'dist_end_effector': -0.07248425723657781, 'collision': False}
{'pos_end_effector': array([-1.98906662,  0.01503362]), 'dist_end_effector': -0.018588930051541115, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.96264971,  0.36446756]), 'dist_end_effector': -0.3663763687548796, 'collision': False}
{'pos_end_effector': array([-1.99148277,  0.02166947]), 'dist_end_effector': -0.02328323540936806, 'collision': False}
{'pos_end_effector': array([-2.00273532,  0.01685523]), 'dist_end_effector': -0.017075738157689625, 'collision': False}
{'pos_end_effector': array([-2.61461211, -1.83078529]), 'dist_end_effector': -1.9311972512998496, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.82554404, -0.27963729]), 'dist_end_effector': -0.3295935329979056, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-2.37627007,  0.69723074]), 'dist_end_effector': -0.7922814316831818, 'collision': False}
{'pos_end_effector': array([-1.98958607e+00, -5.08476218e-04]), 'dist_end_effector': -0.010426335600348667, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.78776633, -0.01006057]), 'dist_end_effector': -0.2124719875117468, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.81372591, -0.16205625]), 'dist_end_effector': -0.24690133154360625, 'collision': False}
{'pos_end_effector': array([-1.99917055,  0.00498783]), 'dist_end_effector': -0.005056325028184837, 'collision': False}
{'pos_end_effector': array([-1.99048905, -0.0052857 ]), 'dist_end_effector': -0.010881032413165112, 'collision': False}
{'pos_end_effector': array([-1.89154804, -0.02023972]), 'dist_end_effector': -0.11032440288471698, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-3.13487615,  1.09937871]), 'dist_end_effector': -1.5800561410426743, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98341671,  0.00306421]), 'dist_end_effector': -0.016864007755410172, 'collision': False}
{'pos_end_effector': array([-2.00792312, -0.00482374]), 'dist_end_effector': -0.009276011178085795, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.86991221,  0.01167298]), 'dist_end_effector': -0.13061045283088177, 'collision': False}
{'pos_end_effector': array([-1.98906662,  0.01503362]), 'dist_end_effector': -0.018588930051541115, 'collision': False}
{'pos_end_effector': array([-1.99386528,  0.01041862]), 'dist_end_effector': -0.012090587542337399, 'collision': False}
{'pos_end_effector': array([-1.98007533,  0.00632847]), 'dist_end_effector': -0.02090555319807581, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.29213549,  0.20254062]), 'dist_end_effector': -0.7362709221874787, 'collision': False}
{'pos_end_effector': array([-1.99875923,  0.00296377]), 'dist_end_effector': -0.003213012705028261, 'collision': False}
{'pos_end_effector': array([-1.97919791, -0.01202915]), 'dist_end_effector': -0.02402972222662203, 'collision': False}
{'pos_end_effector': array([-1.90425248, -0.13371159]), 'dist_end_effector': -0.16445783250290436, 'collision': False}
{'pos_end_effector': array([-2.01431169, -0.00250694]), 'dist_end_effector': -0.014529597791017259, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.79755035,  0.04062477]), 'dist_end_effector': -0.20648542879973844, 'collision': False}
{'pos_end_effector': array([-1.97986397, -0.00621729]), 'dist_end_effector': -0.02107402656082259, 'collision': False}
{'pos_end_effector': array([-2.43812496,  0.15419716]), 'dist_end_effector': -0.4644677045030604, 'collision': False}
{'pos_end_effector': array([-1.99228148,  0.00266515]), 'dist_end_effector': -0.008165696691028167, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.57619663,  0.29339727]), 'dist_end_effector': -0.6465945536506171, 'collision': False}
{'pos_end_effector': array([-2.3838741 ,  0.30006969]), 'dist_end_effector': -0.48723828145611653, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98466648, -0.00549032]), 'dist_end_effector': -0.01628681933893374, 'collision': False}
{'pos_end_effector': array([-1.82181736, -0.26491599]), 'dist_end_effector': -0.31926405554792525, 'collision': False}
{'pos_end_effector': array([-1.98906662,  0.01503362]), 'dist_end_effector': -0.018588930051541115, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.00945298,  0.01652307]), 'dist_end_effector': -0.019036034397786637, 'collision': False}
{'pos_end_effector': array([-2.02320886,  0.00742599]), 'dist_end_effector': -0.024367942510683638, 'collision': False}
{'pos_end_effector': array([-2.00274932, -0.01958973]), 'dist_end_effector': -0.019781714258023022, 'collision': False}
{'pos_end_effector': array([-2.01178185,  0.01620391]), 'dist_end_effector': -0.020034434966430488, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.01626906146226944, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.97640327,  0.03374863]), 'dist_end_effector': -0.04117979607776187, 'collision': False}
{'pos_end_effector': array([-1.9941154 ,  0.02334878]), 'dist_end_effector': -0.024078914043132574, 'collision': False}
{'pos_end_effector': array([-1.99117528,  0.01232715]), 'dist_end_effector': -0.015160288060137644, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00945298,  0.01652307]), 'dist_end_effector': -0.019036034397786637, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-2.00100545,  0.03309913]), 'dist_end_effector': -0.03311439737424761, 'collision': False}
{'pos_end_effector': array([-2.01029864,  0.0197689 ]), 'dist_end_effector': -0.02229060933070585, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99123163,  0.00707935]), 'dist_end_effector': -0.01126949379583145, 'collision': False}
{'pos_end_effector': array([1.76415771, 0.90691556]), 'dist_end_effector': -3.8718702331006822, 'collision': False}
{'pos_end_effector': array([-1.99048905, -0.0052857 ]), 'dist_end_effector': -0.010881032413165112, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-2.00697594, -0.01548942]), 'dist_end_effector': -0.016987817984540195, 'collision': False}
{'pos_end_effector': array([-1.98353718, -0.01812471]), 'dist_end_effector': -0.02448529418135732, 'collision': False}
{'pos_end_effector': array([-1.98799366, -0.00606391]), 'dist_end_effector': -0.013450769972562338, 'collision': False}
{'pos_end_effector': array([-2.01329347,  0.00248243]), 'dist_end_effector': -0.013523273722793126, 'collision': False}
{'pos_end_effector': array([-1.98302202,  0.00895238]), 'dist_end_effector': -0.019193670022267083, 'collision': False}
{'pos_end_effector': array([-2.0028627 ,  0.00288198]), 'dist_end_effector': -0.004062128100273155, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268957, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.08524614, -0.05144884]), 'dist_end_effector': -0.09956850802871259, 'collision': False}
{'pos_end_effector': array([-2.16578954,  0.03438586]), 'dist_end_effector': -0.16931792184422945, 'collision': False}
{'pos_end_effector': array([-2.15538492, -0.09258258]), 'dist_end_effector': -0.1808756682489149, 'collision': False}
{'pos_end_effector': array([-2.00050227, -0.00743736]), 'dist_end_effector': -0.007454304642516177, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
## Generation 16 
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.09031426,  0.19970804]), 'dist_end_effector': -0.21918021560532666, 'collision': False}
{'pos_end_effector': array([-2.01431169, -0.00250694]), 'dist_end_effector': -0.014529597791017259, 'collision': False}
{'pos_end_effector': array([-2.10560761,  0.12388008]), 'dist_end_effector': -0.16278587607167574, 'collision': False}
{'pos_end_effector': array([-1.8416385 ,  0.00615282]), 'dist_end_effector': -0.1584809864876778, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99002067, -0.00403529]), 'dist_end_effector': -0.01076431763417246, 'collision': False}
{'pos_end_effector': array([-1.99009276,  0.00939942]), 'dist_end_effector': -0.013656596436438238, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.01985109, -0.00615102]), 'dist_end_effector': -0.02078222059194255, 'collision': False}
{'pos_end_effector': array([-2.00388238,  0.01533986]), 'dist_end_effector': -0.015823536623429967, 'collision': False}
{'pos_end_effector': array([-2.01431169, -0.00250694]), 'dist_end_effector': -0.014529597791017259, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99728372,  0.01292509]), 'dist_end_effector': -0.01320742789592361, 'collision': False}
{'pos_end_effector': array([-2.00479066e+00, -1.07789705e-03]), 'dist_end_effector': -0.004910430746518695, 'collision': False}
{'pos_end_effector': array([-2.01431169, -0.00250694]), 'dist_end_effector': -0.014529597791017259, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.00793371, -0.01717161]), 'dist_end_effector': -0.018915812931681392, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268957, 'collision': False}
{'pos_end_effector': array([-2.09277163,  0.22826101]), 'dist_end_effector': -0.24639330977647228, 'collision': False}
{'pos_end_effector': array([-2.00792312, -0.00482374]), 'dist_end_effector': -0.009276011178085795, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99492126e+00, -1.65089222e-03]), 'dist_end_effector': -0.005340319084069685, 'collision': False}
{'pos_end_effector': array([-2.00388238,  0.01533986]), 'dist_end_effector': -0.015823536623429967, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462269457, 'collision': False}
{'pos_end_effector': array([-2.10177598,  0.17631888]), 'dist_end_effector': -0.2035846222687812, 'collision': False}
{'pos_end_effector': array([-1.84183833, -0.00458491]), 'dist_end_effector': -0.1582281124634842, 'collision': False}
{'pos_end_effector': array([-2.5720134 , -1.16364093]), 'dist_end_effector': -1.2966339314085589, 'collision': False}
{'pos_end_effector': array([-2.08156436,  0.20813103]), 'dist_end_effector': -0.22354255262614298, 'collision': False}
{'pos_end_effector': array([-1.98590074,  0.00470739]), 'dist_end_effector': -0.014864340278690212, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.00999898, -0.00304636]), 'dist_end_effector': -0.010452745558827152, 'collision': False}
{'pos_end_effector': array([-1.99824592,  0.00809586]), 'dist_end_effector': -0.008283700696345188, 'collision': False}
{'pos_end_effector': array([-1.89335006, -0.01055844]), 'dist_end_effector': -0.10717130907570076, 'collision': False}
{'pos_end_effector': array([-2.01294445, -0.00703615]), 'dist_end_effector': -0.014733166173119075, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99148689,  0.00212438]), 'dist_end_effector': -0.008774173028640118, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98553697,  0.00612318]), 'dist_end_effector': -0.01570581052603585, 'collision': False}
{'pos_end_effector': array([-1.99763744,  0.00451738]), 'dist_end_effector': -0.005097882781997258, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.00308977,  0.01527248]), 'dist_end_effector': -0.015581892878009419, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-3.21615432,  0.02463002]), 'dist_end_effector': -1.2164037052434973, 'collision': False}
{'pos_end_effector': array([-1.717126  , -0.24569379]), 'dist_end_effector': -0.3746773790920594, 'collision': False}
{'pos_end_effector': array([-1.99228148,  0.00266515]), 'dist_end_effector': -0.008165696691028167, 'collision': False}
{'pos_end_effector': array([-1.99048905, -0.0052857 ]), 'dist_end_effector': -0.010881032413165112, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99761487,  0.00803253]), 'dist_end_effector': -0.008379166469132032, 'collision': False}
{'pos_end_effector': array([-2.26768643,  0.24608516]), 'dist_end_effector': -0.3636123398943998, 'collision': False}
{'pos_end_effector': array([-2.00702951,  0.00398187]), 'dist_end_effector': -0.008078943194562217, 'collision': False}
{'pos_end_effector': array([-1.99761487,  0.00803253]), 'dist_end_effector': -0.008379166469132032, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99386528,  0.01041862]), 'dist_end_effector': -0.012090587542337399, 'collision': False}
{'pos_end_effector': array([-1.99148689,  0.00212438]), 'dist_end_effector': -0.008774173028640118, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99917055,  0.00498783]), 'dist_end_effector': -0.005056325028184837, 'collision': False}
{'pos_end_effector': array([-1.99186444,  0.01468476]), 'dist_end_effector': -0.016787780204705574, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.99954863,  0.00812077]), 'dist_end_effector': -0.008133301228333235, 'collision': False}
{'pos_end_effector': array([-2.00388238,  0.01533986]), 'dist_end_effector': -0.015823536623429967, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.02115543,  0.08837182]), 'dist_end_effector': -0.09086875567105172, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.01626906146226897, 'collision': False}
{'pos_end_effector': array([-2.00119871, -0.00669816]), 'dist_end_effector': -0.006804578045197451, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.016269061462268985, 'collision': False}
{'pos_end_effector': array([-2.00555381,  0.01246809]), 'dist_end_effector': -0.013649106787381845, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.10889138, -0.00938802]), 'dist_end_effector': -0.10929532353412885, 'collision': False}
{'pos_end_effector': array([-2.01329347,  0.00248243]), 'dist_end_effector': -0.013523273722793126, 'collision': False}
{'pos_end_effector': array([-2.00308977,  0.01527248]), 'dist_end_effector': -0.015581892878009419, 'collision': False}
{'pos_end_effector': array([-2.00388238,  0.01533986]), 'dist_end_effector': -0.015823536623429967, 'collision': False}
{'pos_end_effector': array([-1.99924763,  0.01290293]), 'dist_end_effector': -0.012924842241892357, 'collision': False}
{'pos_end_effector': array([-1.99501411,  0.00477349]), 'dist_end_effector': -0.006902557005233034, 'collision': False}
{'pos_end_effector': array([-2.01481342,  0.00205934]), 'dist_end_effector': -0.014955877914505873, 'collision': False}
{'pos_end_effector': array([-2.00119871, -0.00669816]), 'dist_end_effector': -0.006804578045197451, 'collision': False}
{'pos_end_effector': array([-1.95684705, -0.04138246]), 'dist_end_effector': -0.05978867446407107, 'collision': False}
{'pos_end_effector': array([-2.42683915,  0.66172353]), 'dist_end_effector': -0.7874450372694448, 'collision': False}
{'pos_end_effector': array([-2.00308977,  0.01527248]), 'dist_end_effector': -0.015581892878009419, 'collision': False}
{'pos_end_effector': array([-1.98386455,  0.0020808 ]), 'dist_end_effector': -0.01626906146226944, 'collision': False}
{'pos_end_effector': array([-1.99917055,  0.00498783]), 'dist_end_effector': -0.005056325028184837, 'collision': False}
{'pos_end_effector': array([-1.99117528,  0.01232715]), 'dist_end_effector': -0.015160288060137644, 'collision': False}
{'pos_end_effector': array([-2.00432345,  0.00463545]), 'dist_end_effector': -0.0063387358374716995, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99117528,  0.01232715]), 'dist_end_effector': -0.015160288060137644, 'collision': False}
