## Generation 0 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.11767509, -0.89883279]), 'dist_end_effector': -6.183352561241918, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.8261234 ,  0.71468789]), 'dist_end_effector': -1.3743234871571675, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.88699644,  1.4694041 ]), 'dist_end_effector': -1.7163656653372663, 'collision': False}
{'pos_end_effector': array([1.00966154, 1.38456645]), 'dist_end_effector': -3.312866858254783, 'collision': False}
{'pos_end_effector': array([-4.87617385, -2.71628333]), 'dist_end_effector': -3.9560802777146553, 'collision': False}
{'pos_end_effector': array([1.47767493, 2.09433131]), 'dist_end_effector': -4.059611624838479, 'collision': False}
{'pos_end_effector': array([-0.17345722, -2.80694816]), 'dist_end_effector': -3.348912735164906, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 5.0578967 , -1.96169491]), 'dist_end_effector': -7.325445562841599, 'collision': False}
{'pos_end_effector': array([-1.85368057,  1.33136458]), 'dist_end_effector': -1.3393808348981553, 'collision': False}
{'pos_end_effector': array([ 0.33979009, -5.2015272 ]), 'dist_end_effector': -5.703551779536378, 'collision': False}
{'pos_end_effector': array([-1.39131845,  1.05015801]), 'dist_end_effector': -1.2138060305101583, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([3.56299506, 2.5075723 ]), 'dist_end_effector': -6.102035141347159, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.09744114,  4.57400975]), 'dist_end_effector': -4.662207384914974, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.77087469,  0.14182386]), 'dist_end_effector': -0.26946691041032766, 'collision': False}
{'pos_end_effector': array([-0.07367783, -2.19061719]), 'dist_end_effector': -2.91710829289691, 'collision': False}
{'pos_end_effector': array([ 4.06588698, -0.05337002]), 'dist_end_effector': -6.0661217596264745, 'collision': False}
{'pos_end_effector': array([2.09695978, 1.46383238]), 'dist_end_effector': -4.350618884246566, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.23765302, -2.97290503]), 'dist_end_effector': -4.395516056849647, 'collision': False}
{'pos_end_effector': array([-2.35538117,  4.34646359]), 'dist_end_effector': -4.360967957270012, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.77942487,  1.38351608]), 'dist_end_effector': -1.587960914250915, 'collision': False}
{'pos_end_effector': array([-0.18421969,  5.66978783]), 'dist_end_effector': -5.953448762928314, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.1218542 , -0.39540899]), 'dist_end_effector': -6.134610594750219, 'collision': False}
{'pos_end_effector': array([0.72616209, 1.57395177]), 'dist_end_effector': -3.1479015094778853, 'collision': False}
{'pos_end_effector': array([3.34563625, 1.454916  ]), 'dist_end_effector': -5.540090928192604, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.49130639, 3.11110704]), 'dist_end_effector': -3.9856736579802807, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
## Generation 1 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.1218542 , -0.39540899]), 'dist_end_effector': -6.134610594750219, 'collision': False}
{'pos_end_effector': array([2.38851628, 3.39811947]), 'dist_end_effector': -5.550341529279107, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([6.76443901, 5.42323489]), 'dist_end_effector': -10.306641928990752, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.11767509, -0.89883279]), 'dist_end_effector': -6.183352561241918, 'collision': False}
{'pos_end_effector': array([ 1.15816126, -3.19887954]), 'dist_end_effector': -4.495198865025416, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.05835987, -4.98272882]), 'dist_end_effector': -5.347667981530203, 'collision': False}
{'pos_end_effector': array([5.63725423, 4.34257266]), 'dist_end_effector': -8.785532971221151, 'collision': False}
{'pos_end_effector': array([1.72610839, 2.50248519]), 'dist_end_effector': -4.488464754040216, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([3.25812037, 1.41070951]), 'dist_end_effector': -5.444073023469089, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 3.04747959, -2.84741169]), 'dist_end_effector': -5.795239728971126, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 5.0578967 , -1.96169491]), 'dist_end_effector': -7.325445562841599, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([3.52601054, 4.74649077]), 'dist_end_effector': -7.284639120765706, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.13952136,  2.03260052]), 'dist_end_effector': -2.2072354593747496, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.41195289, -2.98425552]), 'dist_end_effector': -4.532902327657092, 'collision': False}
{'pos_end_effector': array([-0.18421969,  5.66978783]), 'dist_end_effector': -5.953448762928314, 'collision': False}
{'pos_end_effector': array([-1.2226868 ,  1.84608421]), 'dist_end_effector': -2.003058347863802, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.77090816,  3.05606622]), 'dist_end_effector': -3.0646408926732835, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.48432009, 3.05463253]), 'dist_end_effector': -3.937337447734001, 'collision': False}
{'pos_end_effector': array([0.40502536, 5.45638913]), 'dist_end_effector': -5.962912818569727, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.83146464, -3.1704114 ]), 'dist_end_effector': -4.250729403925694, 'collision': False}
{'pos_end_effector': array([ 1.48185819, -4.88811406]), 'dist_end_effector': -6.001416131177154, 'collision': False}
{'pos_end_effector': array([1.49563941, 0.79525536]), 'dist_end_effector': -3.5849582905732067, 'collision': False}
{'pos_end_effector': array([ 0.38828134, -2.91109679]), 'dist_end_effector': -3.7654179436374005, 'collision': False}
{'pos_end_effector': array([1.2310499 , 2.44823522]), 'dist_end_effector': -4.053830184729539, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.39051409, -2.95740629]), 'dist_end_effector': -4.499092995565383, 'collision': False}
{'pos_end_effector': array([ 1.27055063, -3.04462621]), 'dist_end_effector': -4.468361016593378, 'collision': False}
{'pos_end_effector': array([0.25283107, 1.03013329]), 'dist_end_effector': -2.4771803389086107, 'collision': False}
{'pos_end_effector': array([ 2.81322858, -1.14248713]), 'dist_end_effector': -4.946963330972569, 'collision': False}
{'pos_end_effector': array([2.46606771, 2.74525989]), 'dist_end_effector': -5.242348007706772, 'collision': False}
{'pos_end_effector': array([-0.05835987, -4.98272882]), 'dist_end_effector': -5.347667981530203, 'collision': False}
{'pos_end_effector': array([ 0.22392143, -0.09763841]), 'dist_end_effector': -2.226063743346929, 'collision': False}
{'pos_end_effector': array([-1.77087469,  0.14182386]), 'dist_end_effector': -0.26946691041032766, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.88699644,  1.4694041 ]), 'dist_end_effector': -1.7163656653372663, 'collision': False}
{'pos_end_effector': array([ 0.33979009, -5.2015272 ]), 'dist_end_effector': -5.703551779536378, 'collision': False}
{'pos_end_effector': array([ 4.39710809, -3.62718619]), 'dist_end_effector': -7.353874594707508, 'collision': False}
{'pos_end_effector': array([-2.67622663,  1.22455375]), 'dist_end_effector': -1.3988618033783076, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.57944267, 1.9056886 ]), 'dist_end_effector': -4.055127478141369, 'collision': False}
{'pos_end_effector': array([-1.70409824,  5.42866441]), 'dist_end_effector': -5.436722832076691, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.85881639, 3.40801345]), 'dist_end_effector': -5.148302595435933, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 3.35304962, -1.73936971]), 'dist_end_effector': -5.628547525820494, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.77087469,  0.14182386]), 'dist_end_effector': -0.26946691041032766, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.47925978, -1.14817333]), 'dist_end_effector': -3.663816395419456, 'collision': False}
{'pos_end_effector': array([ 0.54817822, -1.93807878]), 'dist_end_effector': -3.2014624139373775, 'collision': False}
{'pos_end_effector': array([3.34563625, 1.454916  ]), 'dist_end_effector': -5.540090928192604, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 2.83756846, -5.83916379]), 'dist_end_effector': -7.582737125155467, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([1.47767493, 2.09433131]), 'dist_end_effector': -4.059611624838479, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.65177221, -1.20898981]), 'dist_end_effector': -2.914369953596407, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.49130639, 3.11110704]), 'dist_end_effector': -3.9856736579802807, 'collision': False}
{'pos_end_effector': array([3.35571782, 0.29823516]), 'dist_end_effector': -5.364015061531405, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.60756433, -2.79272295]), 'dist_end_effector': -3.120605482822496, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.30853118, -3.73348965]), 'dist_end_effector': -4.098781737944636, 'collision': False}
{'pos_end_effector': array([-0.8261234 ,  0.71468789]), 'dist_end_effector': -1.3743234871571675, 'collision': False}
{'pos_end_effector': array([7.38107677, 0.11351783]), 'dist_end_effector': -9.381763567514374, 'collision': False}
{'pos_end_effector': array([1.47452987, 4.23959833]), 'dist_end_effector': -5.481473513305024, 'collision': False}
{'pos_end_effector': array([-4.87617385, -2.71628333]), 'dist_end_effector': -3.9560802777146553, 'collision': False}
{'pos_end_effector': array([0.93729274, 0.92533033]), 'dist_end_effector': -3.07959816515935, 'collision': False}
{'pos_end_effector': array([ 3.87936246, -1.25706882]), 'dist_end_effector': -6.012247913062705, 'collision': False}
{'pos_end_effector': array([-0.17345722, -2.80694816]), 'dist_end_effector': -3.348912735164906, 'collision': False}
{'pos_end_effector': array([ 1.86397864, -2.03726757]), 'dist_end_effector': -4.368156374590824, 'collision': False}
{'pos_end_effector': array([0.78961343, 0.7606172 ]), 'dist_end_effector': -2.891449740762709, 'collision': False}
{'pos_end_effector': array([ 1.55894413, -1.08558493]), 'dist_end_effector': -3.720830278938028, 'collision': False}
{'pos_end_effector': array([-1.16504303,  4.55768696]), 'dist_end_effector': -4.633536833927642, 'collision': False}
{'pos_end_effector': array([-0.05835987, -4.98272882]), 'dist_end_effector': -5.347667981530203, 'collision': False}
{'pos_end_effector': array([ 0.75446901, -5.0194044 ]), 'dist_end_effector': -5.725514828373548, 'collision': False}
{'pos_end_effector': array([-0.93905841, -3.66061929]), 'dist_end_effector': -3.8112636563067723, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.80914634,  3.10421836]), 'dist_end_effector': -3.1100798662247207, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([2.09695978, 1.46383238]), 'dist_end_effector': -4.350618884246566, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.77090816,  3.05606622]), 'dist_end_effector': -3.0646408926732835, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.07947777, -0.57389132]), 'dist_end_effector': -6.106504829072141, 'collision': False}
{'pos_end_effector': array([ 1.02045869, -0.05761558]), 'dist_end_effector': -3.021008152152002, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([2.09695978, 1.46383238]), 'dist_end_effector': -4.350618884246566, 'collision': False}
{'pos_end_effector': array([5.40898723, 4.57000931]), 'dist_end_effector': -8.705060412397861, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.59966776, -0.4082317 ]), 'dist_end_effector': -3.622742207769382, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.6913    , -2.92053131]), 'dist_end_effector': -4.706930935414602, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.54817822, -1.93807878]), 'dist_end_effector': -3.2014624139373775, 'collision': False}
{'pos_end_effector': array([-4.87617385, -2.71628333]), 'dist_end_effector': -3.9560802777146553, 'collision': False}
{'pos_end_effector': array([ 0.57282116, -1.21994718]), 'dist_end_effector': -2.847398788427809, 'collision': False}
{'pos_end_effector': array([ 0.61915444, -0.94546113]), 'dist_end_effector': -2.784576580802874, 'collision': False}
{'pos_end_effector': array([1.43993408, 0.18511133]), 'dist_end_effector': -3.4449111314192544, 'collision': False}
{'pos_end_effector': array([3.56299506, 2.5075723 ]), 'dist_end_effector': -6.102035141347159, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.75003328, -1.64050569]), 'dist_end_effector': -4.093166076355305, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([3.81329952, 0.53383637]), 'dist_end_effector': -5.8377592111782235, 'collision': False}
{'pos_end_effector': array([-1.77087469,  0.14182386]), 'dist_end_effector': -0.26946691041032766, 'collision': False}
{'pos_end_effector': array([ 1.19910826, -0.24705234]), 'dist_end_effector': -3.2086334322551315, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.56868134,  2.29536489]), 'dist_end_effector': -2.3647618112446454, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 0.46324606, -0.80949234]), 'dist_end_effector': -2.592847660965622, 'collision': False}
{'pos_end_effector': array([-0.05835987, -4.98272882]), 'dist_end_effector': -5.347667981530203, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.56664114, 0.30592152]), 'dist_end_effector': -2.584808444843686, 'collision': False}
{'pos_end_effector': array([2.18129233, 4.05269492]), 'dist_end_effector': -5.823018256380729, 'collision': False}
{'pos_end_effector': array([1.41935229, 1.47746791]), 'dist_end_effector': -3.724900200168239, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.75003328, -1.64050569]), 'dist_end_effector': -4.093166076355305, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.86653164,  2.36701979]), 'dist_end_effector': -2.6244110199654727, 'collision': False}
{'pos_end_effector': array([-0.8261234 ,  0.71468789]), 'dist_end_effector': -1.3743234871571675, 'collision': False}
{'pos_end_effector': array([0.49130639, 3.11110704]), 'dist_end_effector': -3.9856736579802807, 'collision': False}
{'pos_end_effector': array([-0.26524175,  5.02006424]), 'dist_end_effector': -5.311349277202624, 'collision': False}
{'pos_end_effector': array([-0.18421969,  5.66978783]), 'dist_end_effector': -5.953448762928314, 'collision': False}
{'pos_end_effector': array([0.25283107, 1.03013329]), 'dist_end_effector': -2.4771803389086107, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([0.93729274, 0.92533033]), 'dist_end_effector': -3.07959816515935, 'collision': False}
{'pos_end_effector': array([-2.23402596,  1.92064879]), 'dist_end_effector': -1.934853985045674, 'collision': False}
{'pos_end_effector': array([-0.70288137, -1.65911616]), 'dist_end_effector': -2.105987452728188, 'collision': False}
{'pos_end_effector': array([-1.77090816,  3.05606622]), 'dist_end_effector': -3.0646408926732835, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.68240081,  0.6481231 ]), 'dist_end_effector': -1.4683770511025835, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 4.1218542 , -0.39540899]), 'dist_end_effector': -6.134610594750219, 'collision': False}
{'pos_end_effector': array([4.9767008 , 0.05127005]), 'dist_end_effector': -6.976889184481901, 'collision': False}
{'pos_end_effector': array([-2.88699644,  1.4694041 ]), 'dist_end_effector': -1.7163656653372663, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.77090816,  3.05606622]), 'dist_end_effector': -3.0646408926732835, 'collision': False}
{'pos_end_effector': array([ 4.34923822, -2.90988532]), 'dist_end_effector': -6.984286541786875, 'collision': False}
{'pos_end_effector': array([5.63725423, 4.34257266]), 'dist_end_effector': -8.785532971221151, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([ 1.49369731, -4.89412888]), 'dist_end_effector': -6.0131870354942665, 'collision': False}
